"State or territory - ASGS 2021","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations",
"Age of person in single years",
"32",53.8,21.54,,46.2,31.11,"*",30.8,37.86,"*",16.3,32.06,"*",11,47.11,"*",4,37.28,"*",2.1,34.84,"*",6.2,22.25,,0,0.00,,0,0.00,,47.8,24.60,,65.5,27.02,"*",47.4,28.35,"*",15,30.96,"*",28.3,23.60,,7.8,36.61,"*",1.5,np,"**",3.3,38.48,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,105.2,15.01,,121.6,17.18,,83.5,20.57,,31.3,23.97,,44.6,16.81,,9.1,32.62,"*",2.5,36.49,"*",8.6,17.76,,0,0.00,,0,0.00,,
"33",53.3,22.09,,49.6,29.21,"*",35.5,37.15,"*",9.5,45.07,"*",28.4,29.13,"*",5.5,29.18,"*",0.8,np,"**",6.2,24.12,,0,0.00,,0,0.00,,51.5,29.99,"*",69.5,25.67,"*",35.5,28.97,"*",4.4,np,"**",17.6,28.51,"*",3.3,39.46,"*",1.9,44.63,"*",2.4,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,110.1,19.14,,104.1,19.92,,85,17.82,,15.7,32.65,"*",46.6,19.01,,6.9,27.92,"*",3.4,27.29,"*",9.6,19.93,,0,0.00,,0,0.00,,
"34",27.4,35.54,"*",54.8,31.02,"*",29.9,35.30,"*",19.8,31.50,"*",21,29.78,"*",3,np,"**",2.2,41.89,"*",4.6,31.55,"*",0,0.00,,0,0.00,,81.1,17.02,,54.8,29.04,"*",35.1,28.32,"*",8,44.83,"*",20.2,30.09,"*",2.2,np,"**",0.6,np,"**",3.5,35.88,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,100.2,16.42,,108.8,20.47,,55.7,22.11,,27.6,23.52,,41.1,20.19,,7.1,34.54,"*",3.7,25.02,"*",8.9,19.45,,0,0.00,,0,0.00,,
"35",48,26.13,"*",65.5,24.12,,38.9,28.67,"*",7.5,40.69,"*",14.6,34.54,"*",3.5,32.79,"*",0.6,np,"**",3.5,24.60,,0,0.00,,0,0.00,,53.9,22.61,,46.7,26.83,"*",46.2,25.10,"*",18.2,23.64,,13.6,39.08,"*",4.7,31.03,"*",3,20.57,,5.1,24.21,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,93,17.69,,98.2,19.57,,87.3,17.68,,19.8,26.21,"*",26.9,27.70,"*",9.2,18.70,,3.2,20.69,,8.1,17.13,,0,0.00,,0,0.00,,
"36",25.4,34.77,"*",33.5,38.26,"*",7.9,np,"**",10,35.22,"*",11.5,35.46,"*",4.4,29.62,"*",1.2,48.59,"*",3.8,27.85,"*",0,0.00,,0,0.00,,70,18.26,,37.6,31.57,"*",17.8,40.16,"*",13.8,30.77,"*",19.5,26.73,"*",6.1,23.65,,1.4,43.42,"*",2.6,27.45,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,91.2,15.05,,80.2,22.42,,31.3,33.49,"*",25.3,21.20,,21.8,27.09,"*",10.5,16.64,,2.9,27.83,"*",5.8,20.07,,0,0.00,,0,0.00,,
"37",47.2,28.34,"*",26.5,41.83,"*",48,26.25,"*",5.4,np,"**",9.9,44.19,"*",3,46.50,"*",2.3,32.98,"*",3.5,28.52,"*",0,0.00,,0,0.00,,78.3,17.69,,34.6,37.12,"*",16.5,48.21,"*",14.4,26.63,"*",19.3,26.09,"*",3.2,37.35,"*",0.6,np,"**",4.2,23.58,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,125.9,14.34,,77,21.30,,76.4,18.48,,19.5,24.62,,23.6,27.21,"*",7.1,22.33,,3.3,24.32,,7.5,17.42,,0,0.00,,0,0.00,,
"38",61.2,19.34,,62.1,22.09,,26.3,38.27,"*",9.7,30.85,"*",22.2,24.15,,3.3,45.89,"*",0.9,np,"**",3.1,31.90,"*",0,0.00,,0,0.00,,45.7,24.37,,72.4,21.66,,37.7,24.79,,9.5,31.67,"*",23.4,21.97,,3.5,31.20,"*",1.9,32.47,"*",3.6,32.57,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,106.6,15.80,,119.4,16.23,,68.4,20.09,,21.4,18.35,,42.5,15.52,,6.7,25.42,"*",2.4,30.18,"*",6,23.62,,0,0.00,,0,0.00,,
"39",43.1,26.49,"*",36.3,38.20,"*",27.3,34.82,"*",5,np,"**",19.4,26.54,"*",1.2,np,"**",2,29.51,"*",2.7,31.36,"*",0,0.00,,0,0.00,,49.5,24.56,,63.4,21.91,,42.6,25.25,"*",4,np,"**",27.4,21.84,,2.7,43.30,"*",1,np,"**",3.5,29.83,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,106.6,14.37,,88.1,20.65,,77.2,19.08,,11.4,32.26,"*",43.3,17.11,,4.5,31.45,"*",3.2,23.33,,5.9,22.70,,0,0.00,,0,0.00,,
"40",82,19.17,,51.8,29.01,"*",44.7,25.03,"*",10.4,33.28,"*",22.8,25.32,"*",5.2,26.58,"*",0.8,np,"**",3.9,29.51,"*",0,0.00,,0,0.00,,70.5,20.15,,37.1,27.42,"*",24.2,39.09,"*",15.1,24.01,,25.7,20.61,,3.2,37.26,"*",0.5,np,"**",4.3,20.84,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,135.7,16.94,,92.3,17.47,,74.9,17.04,,29.3,16.09,,42.1,17.98,,6.5,26.46,"*",1.5,50.00,"*",8.8,16.25,,0,0.00,,0,0.00,,
"41",38.4,27.59,"*",31.3,41.53,"*",46.1,26.00,"*",20.1,22.21,,25.6,21.41,,4.7,37.02,"*",1.2,32.47,"*",4.5,23.80,,0,0.00,,0,0.00,,45.9,39.63,"*",40.5,33.28,"*",32.3,30.15,"*",11.1,32.75,"*",18.8,25.90,"*",4,33.05,"*",1.7,29.49,"*",3.6,24.04,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,88.9,22.80,,86.7,20.46,,64,21.83,,27,20.70,,38.5,18.74,,8,25.28,"*",2.2,26.25,"*",7,18.03,,0,0.00,,0,0.00,,
"42",69.6,18.00,,37.2,42.13,"*",28.8,37.70,"*",12.5,26.47,"*",25.8,25.38,"*",0.8,np,"**",1.7,37.36,"*",3.2,34.06,"*",0,0.00,,0,0.00,,35.7,32.13,"*",34.7,29.63,"*",31.9,29.75,"*",10.4,33.63,"*",16.6,34.39,"*",3.4,34.29,"*",0.4,np,"**",2.3,39.12,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,101.6,15.76,,72.3,23.95,,64.8,22.52,,22.7,20.70,,41.1,19.81,,3.9,38.25,"*",1.9,39.22,"*",6.9,20.46,,0,0.00,,0,0.00,,
"43",49.7,25.38,"*",49.5,25.45,"*",34.6,38.83,"*",15.1,31.11,"*",20.6,28.70,"*",3.4,31.71,"*",1.3,41.91,"*",2.8,31.96,"*",0,0.00,,0,0.00,,52.3,20.67,,64.4,23.36,,35.6,32.73,"*",10.5,39.49,"*",13.8,28.64,"*",1.3,np,"**",1.5,32.17,"*",4.2,23.68,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,100.7,15.66,,116.8,16.27,,57,27.96,"*",26.5,20.47,,33.5,21.39,,4.7,28.00,"*",2.7,23.18,,6.6,19.81,,0,0.00,,0,0.00,,
"44",51.9,22.13,,13.3,np,"**",25,36.10,"*",16.6,24.78,,22.8,33.55,"*",2.1,49.69,"*",1.9,30.45,"*",4.3,19.61,,0,0.00,,0,0.00,,43.4,26.81,"*",35.6,36.40,"*",38.2,32.98,"*",12.9,35.49,"*",22.9,22.89,,2.4,37.88,"*",2.1,44.79,"*",2.1,34.89,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,83.9,19.50,,61.4,23.52,,67.7,20.79,,24.8,23.19,,42.9,21.89,,4.8,26.17,"*",2.9,34.75,"*",6.1,18.01,,0,0.00,,0,0.00,,
"45",79.1,20.05,,33.7,30.72,"*",48,23.93,,8,np,"**",19.4,25.34,"*",1.2,np,"**",2.3,34.42,"*",3.2,28.43,"*",0,0.00,,0,0.00,,42.3,25.04,"*",41.3,28.54,"*",57,23.54,,11.1,35.18,"*",17.9,22.90,,4.3,44.01,"*",1,np,"**",3.2,31.34,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,127.5,14.74,,77.6,19.14,,91.9,19.68,,19.6,28.33,"*",33.5,17.19,,6.7,35.14,"*",2.9,35.78,"*",6.6,20.09,,0,0.00,,0,0.00,,
"46",43.3,27.18,"*",32.2,40.83,"*",15.5,np,"**",6.3,np,"**",8,np,"**",3.4,44.06,"*",1.6,35.95,"*",2.5,41.11,"*",0,0.00,,0,0.00,,38.3,28.44,"*",45.4,31.15,"*",41,24.32,,3.1,np,"**",33.5,19.90,,1.5,48.01,"*",0.8,np,"**",3,26.23,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,93,15.72,,77,21.02,,56.5,24.04,,11.5,35.72,"*",41.4,19.24,,5.6,29.10,"*",1.8,34.93,"*",5.9,19.66,,0,0.00,,0,0.00,,
"47",27.7,40.46,"*",24,np,"**",32.3,33.84,"*",16.6,29.97,"*",11.6,38.10,"*",4.1,32.37,"*",1,np,"**",2.8,38.37,"*",0,0.00,,0,0.00,,23.1,35.54,"*",15.4,np,"**",43,28.85,"*",10.5,41.93,"*",10.4,38.63,"*",3.9,33.85,"*",0.5,np,"**",0.8,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,57.9,20.84,,44.2,32.09,"*",86.1,17.34,,33.4,18.48,,20,28.51,"*",6,28.23,"*",2.2,27.76,"*",4.7,25.36,"*",0,0.00,,0,0.00,,
"48",46.6,26.75,"*",56.2,36.88,"*",25.2,41.70,"*",7.7,36.42,"*",33.9,21.48,,3.5,39.08,"*",1.4,34.87,"*",3.8,26.84,"*",0,0.00,,0,0.00,,34.8,33.44,"*",37.7,30.90,"*",22.1,np,"**",4.4,np,"**",11.8,48.13,"*",3.9,28.46,"*",1.7,36.92,"*",4.3,28.52,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,97.2,16.14,,110.1,20.58,,66.3,22.30,,13.5,31.40,"*",49.9,17.47,,5,33.80,"*",2.7,26.98,"*",7.6,19.66,,0,0.00,,0,0.00,,
"49",46,24.08,,40.3,23.51,,24.3,31.70,"*",14.9,27.83,"*",17.8,25.43,"*",3.5,39.92,"*",1.4,np,"**",3.7,32.96,"*",0,0.00,,0,0.00,,52.9,20.43,,85.8,22.71,,18.6,np,"**",19.4,27.58,"*",19.7,32.12,"*",4.1,33.35,"*",1.5,34.42,"*",3.2,26.35,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,94.6,16.03,,113.6,18.80,,37.9,34.09,"*",30.4,19.08,,36.4,20.38,,5.3,34.00,"*",2.9,28.50,"*",6.2,22.50,,0,0.00,,0,0.00,,
"50",40.6,29.18,"*",27.3,np,"**",43.3,25.75,"*",21.6,24.20,,13.9,32.96,"*",4.8,30.55,"*",0.8,np,"**",2.4,35.74,"*",0,0.00,,0,0.00,,92.7,16.83,,33.3,36.99,"*",39.1,26.44,"*",18.2,38.13,"*",12,39.49,"*",4.3,29.40,"*",0.6,np,"**",2,46.66,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,122,16.59,,55,29.48,"*",73.6,20.25,,36.8,21.97,,29.3,22.35,,8.5,19.36,,1,np,"**",3.8,31.93,"*",0,0.00,,0,0.00,,
"51",55.4,29.24,"*",26.5,35.47,"*",38.3,23.82,,9.1,38.86,"*",9.7,36.75,"*",0.9,np,"**",0.3,np,"**",4.6,25.01,"*",0,0.00,,0,0.00,,29.4,33.07,"*",28.4,40.26,"*",36.8,28.79,"*",14.9,38.01,"*",22.2,24.92,,1.4,np,"**",1.8,39.58,"*",2.1,45.74,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,93.6,21.35,,55.2,23.76,,58,23.99,,26.1,23.82,,29.8,21.84,,4.6,30.06,"*",1.8,41.09,"*",6.6,21.52,,0,0.00,,0,0.00,,
"52",40,26.33,"*",39.7,41.15,"*",18.1,np,"**",5.9,np,"**",12.5,39.00,"*",5.5,30.59,"*",0.6,np,"**",1.8,np,"**",0,0.00,,0,0.00,,46.2,31.15,"*",44.9,38.24,"*",36.7,30.61,"*",11,39.40,"*",26.2,25.55,"*",5,31.19,"*",0.9,np,"**",2,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,86.3,17.36,,100.8,21.87,,56.9,25.89,"*",17.8,26.33,"*",37.3,20.33,,8.1,26.69,"*",1.1,np,"**",4.6,29.39,"*",0,0.00,,0,0.00,,
"53",48.7,27.34,"*",25.2,np,"**",26.3,36.11,"*",3.4,np,"**",17.7,26.02,"*",3.2,49.37,"*",1.9,31.22,"*",1.8,34.53,"*",0,0.00,,0,0.00,,75.2,16.53,,30.7,46.59,"*",29.1,43.92,"*",11,47.55,"*",15.9,28.64,"*",3.7,38.08,"*",0.9,45.67,"*",3,42.42,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,106.3,16.65,,64.4,26.32,"*",56.2,28.26,"*",13.6,42.99,"*",27.9,22.38,,8.6,22.85,,2.6,25.35,"*",3.8,36.49,"*",0,0.00,,0,0.00,,
"54",39.8,34.81,"*",38.6,35.97,"*",43.6,27.31,"*",8.4,35.64,"*",14.6,40.17,"*",5.8,38.19,"*",0.6,np,"**",2.4,np,"**",0,0.00,,0,0.00,,50.9,23.52,,46.8,28.77,"*",25.2,38.32,"*",9.9,47.04,"*",8.3,np,"**",4.4,30.50,"*",0.5,np,"**",3.1,29.34,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,88.2,20.02,,94.3,18.31,,65.7,21.28,,18,26.53,"*",24.3,27.11,"*",9.4,24.55,,1.1,np,"**",6.4,20.71,,0,0.00,,0,0.00,,
"55",54.9,27.02,"*",23.6,46.12,"*",29,31.26,"*",6.4,np,"**",5.9,np,"**",2.7,34.54,"*",0.7,41.54,"*",1.6,np,"**",0,0.00,,0,0.00,,45.7,23.82,,38.3,30.23,"*",29.8,27.36,"*",7.3,np,"**",11.9,36.51,"*",2.8,41.62,"*",1.5,38.71,"*",2.6,36.94,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,96.9,18.21,,44.7,32.50,"*",49,24.38,,19,27.85,"*",22.7,24.83,,5,27.81,"*",2.1,29.34,"*",3.4,37.16,"*",0,0.00,,0,0.00,,
"56",40,39.22,"*",22.8,48.08,"*",31.8,40.66,"*",17.6,24.38,,19.4,33.61,"*",1.7,37.79,"*",0.6,np,"**",4.2,26.69,"*",0,0.00,,0,0.00,,49.5,21.39,,43.2,30.31,"*",30.4,27.59,"*",8.7,47.59,"*",7.4,np,"**",4,27.53,"*",1.2,49.94,"*",2.8,36.06,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,99.2,19.45,,82.2,19.87,,56.6,25.94,"*",23.7,21.55,,23.6,30.91,"*",5.4,22.87,,1.5,46.86,"*",6.8,19.51,,0,0.00,,0,0.00,,
"57",43,25.10,"*",70.6,26.10,"*",43.1,24.72,,13,30.50,"*",22.4,26.93,"*",4,27.42,"*",1.3,35.90,"*",0.9,np,"**",0,0.00,,0,0.00,,47.9,22.09,,46,33.71,"*",45.2,25.09,"*",11.7,28.66,"*",11.3,36.28,"*",2.4,34.22,"*",1.8,40.73,"*",0.9,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,88.6,18.39,,112.7,21.84,,83,18.84,,29.4,16.08,,31.2,22.89,,5.4,22.72,,2.5,30.65,"*",3.2,30.43,"*",0,0.00,,0,0.00,,
"58",64.3,23.32,,30,38.49,"*",39.2,30.17,"*",7,np,"**",17.7,34.60,"*",4.4,27.14,"*",0,0.00,,2.7,48.39,"*",0,0.00,,0,0.00,,32.9,28.84,"*",30.8,27.24,"*",16.3,43.09,"*",6.6,41.21,"*",16.5,25.61,"*",6.2,19.11,,1.6,35.44,"*",2.1,38.35,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,100.8,18.28,,52.5,25.76,"*",52.7,23.70,,16.6,24.75,,34.8,21.94,,9.6,16.77,,1.6,43.61,"*",5.1,27.36,"*",0,0.00,,0,0.00,,
"59",48.6,22.17,,34.1,29.27,"*",20.9,np,"**",12.6,25.82,"*",15.6,33.13,"*",2.4,38.19,"*",0.4,np,"**",1,np,"**",0,0.00,,0,0.00,,45.2,24.49,,40.6,26.74,"*",29.6,22.54,,11.4,36.60,"*",12.5,38.52,"*",5.3,35.13,"*",1.7,39.69,"*",1.4,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,97.3,13.83,,74.4,20.27,,44.6,26.88,"*",23.7,20.52,,32.4,19.94,,7.7,25.08,"*",1.3,np,"**",3.1,32.16,"*",0,0.00,,0,0.00,,
"60",39.2,25.81,"*",29.4,37.91,"*",31.2,33.94,"*",10.2,36.51,"*",4,np,"**",4.5,32.73,"*",1.2,42.25,"*",1.5,np,"**",0,0.00,,0,0.00,,41.2,24.26,,32.2,28.88,"*",47.6,22.31,,11.3,35.45,"*",10.1,37.49,"*",4.8,26.89,"*",0.5,np,"**",1.7,30.55,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,76.1,16.43,,59.6,22.23,,78,16.78,,21.8,24.27,,18.8,33.36,"*",9.5,19.49,,1.3,48.77,"*",2.3,38.66,"*",0,0.00,,0,0.00,,
"61",19.5,np,"**",44.5,35.17,"*",37.7,29.61,"*",11.9,24.78,,14.9,33.95,"*",5.8,23.16,,1.1,48.03,"*",2.1,47.50,"*",0,0.00,,0,0.00,,55,25.30,"*",37.3,30.86,"*",41.3,22.55,,18.5,27.89,"*",13.8,39.22,"*",4.9,21.44,,0.9,42.69,"*",2.7,25.64,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,83.2,20.78,,97.5,18.20,,77,17.98,,30.7,18.86,,29.9,23.01,,8.6,18.72,,2.1,26.94,"*",4.8,22.93,,0,0.00,,0,0.00,,
"62",48.6,21.66,,14,np,"**",13.2,np,"**",15.3,27.74,"*",16.2,27.83,"*",4.3,28.18,"*",2.5,25.26,"*",1.1,np,"**",0,0.00,,0,0.00,,68.9,18.88,,34.6,28.74,"*",16.3,36.12,"*",7.4,43.38,"*",18.1,43.12,"*",3.5,28.06,"*",0,0.00,,2.9,32.81,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,100.8,14.46,,48.2,22.83,,28.2,33.34,"*",22.7,23.15,,37.6,25.05,"*",6.2,23.41,,2.6,24.75,,3.3,40.49,"*",0,0.00,,0,0.00,,
"63",46.1,24.12,,33.7,33.46,"*",22,np,"**",6.6,47.06,"*",7.1,np,"**",3.7,28.36,"*",1.2,38.49,"*",1.6,np,"**",0,0.00,,0,0.00,,43.8,20.56,,15.7,np,"**",25.2,41.51,"*",8.9,39.80,"*",23.2,30.35,"*",1.6,32.49,"*",1.7,43.68,"*",3.5,30.86,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,96.4,14.52,,68.9,22.43,,52.1,27.81,"*",12.9,35.58,"*",34.7,21.40,,4.3,27.37,"*",2.4,33.04,"*",3.9,37.65,"*",0,0.00,,0,0.00,,
"64",41.6,25.41,"*",33.2,36.22,"*",19.5,47.32,"*",12.8,24.02,,22.8,23.78,,5.8,24.08,,0.6,np,"**",1.7,np,"**",0,0.00,,0,0.00,,30,28.59,"*",47.7,22.61,,24.2,36.57,"*",13,26.12,"*",22,25.13,"*",4.2,28.52,"*",0.5,np,"**",3.4,29.40,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,79.3,16.23,,78.7,17.94,,56.8,20.43,,21.3,20.69,,43.7,17.31,,10,18.32,,1.8,32.56,"*",6.6,19.66,,0,0.00,,0,0.00,,
"65",40.6,21.89,,38.2,25.68,"*",25.5,32.71,"*",6.9,np,"**",23.4,22.48,,2,37.22,"*",0.3,np,"**",0.7,np,"**",0,0.00,,0,0.00,,25.9,32.04,"*",43,27.24,"*",20.9,44.65,"*",8.5,36.23,"*",10.5,31.42,"*",5.7,24.77,,0.9,46.18,"*",1.5,37.54,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,74.8,16.34,,66.2,22.48,,48.3,23.47,,20.6,23.27,,29.9,21.18,,6.8,22.07,,1.2,37.76,"*",2.7,24.96,,0,0.00,,0,0.00,,
"66",33.7,23.86,,37.1,33.11,"*",26.2,30.79,"*",9,39.11,"*",7.1,np,"**",1.9,np,"**",0.6,np,"**",1.3,np,"**",0,0.00,,0,0.00,,58.6,20.18,,25.8,28.83,"*",41.2,21.85,,10.7,33.78,"*",13.5,25.41,"*",5.1,24.38,,0.4,43.96,"*",1.6,37.57,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,98.7,13.00,,60.9,22.07,,58.9,18.66,,21.4,22.83,,19.6,24.57,,7,21.17,,0.9,46.39,"*",2.8,29.86,"*",0,0.00,,0,0.00,,
"67",52.5,18.30,,24.6,32.67,"*",27.3,30.80,"*",13.3,36.24,"*",11.1,29.37,"*",1.2,np,"**",0.8,np,"**",1.1,49.96,"*",0,0.00,,0,0.00,,50.6,23.45,,40.8,20.37,,26,36.20,"*",12,28.76,"*",2.2,np,"**",2.7,35.50,"*",0.5,np,"**",2.5,30.32,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,1.1,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,98.4,15.19,,61.7,17.33,,55.3,21.13,,25.6,22.01,,12.1,28.49,"*",4.8,24.41,,1.6,42.31,"*",4.2,22.03,,0,0.00,,0,0.00,,
