age,gender,level,value
16,Non-binary,Decile 8,0.0
16,Non-binary,Decile 9,0.0
16,Non-binary,Decile 10 (highest),0.0
16,Total,Decile 1 (lowest),9.3
16,Total,Decile 2,5.0
16,Total,Decile 3,8.9
16,Total,Decile 4,19.1
16,Total,Decile 5,9.0
16,Total,Decile 6,7.2
16,Total,Decile 7,15.0
16,Total,Decile 8,8.3
16,Total,Decile 9,3.5
16,Total,Decile 10 (highest),12.7
17,Man,Decile 1 (lowest),0.0
17,Man,Decile 2,8.2
17,Man,Decile 3,13.7
17,Man,Decile 4,3.0
17,Man,Decile 5,5.6
17,Man,Decile 6,2.6
17,Man,Decile 7,5.0
17,Man,Decile 8,10.9
17,Man,Decile 9,16.7
17,Man,Decile 10 (highest),2.7
17,Woman,Decile 1 (lowest),8.7
17,Woman,Decile 2,5.8
17,Woman,Decile 3,0.0
17,Woman,Decile 4,10.9
17,Woman,Decile 5,5.1
17,Woman,Decile 6,5.7
17,Woman,Decile 7,10.3
17,Woman,Decile 8,5.0
17,Woman,Decile 9,0.0
17,Woman,Decile 10 (highest),5.2
17,Non-binary,Decile 1 (lowest),0.0
17,Non-binary,Decile 2,0.0
17,Non-binary,Decile 3,0.0
17,Non-binary,Decile 4,0.0
17,Non-binary,Decile 5,0.0
17,Non-binary,Decile 6,0.0
17,Non-binary,Decile 7,0.0
17,Non-binary,Decile 8,0.0
17,Non-binary,Decile 9,0.0
17,Non-binary,Decile 10 (highest),0.0
17,Total,Decile 1 (lowest),9.1
17,Total,Decile 2,13.7
17,Total,Decile 3,23.6
17,Total,Decile 4,22.9
17,Total,Decile 5,16.8
17,Total,Decile 6,7.5
17,Total,Decile 7,9.0
17,Total,Decile 8,20.8
17,Total,Decile 9,11.0
17,Total,Decile 10 (highest),13.1
18,Man,Decile 1 (lowest),16.9
18,Man,Decile 2,23.2
18,Man,Decile 3,0.0
18,Man,Decile 4,10.3
18,Man,Decile 5,6.3
18,Man,Decile 6,17.8
18,Man,Decile 7,17.5
18,Man,Decile 8,26.5
18,Man,Decile 9,26.8
18,Man,Decile 10 (highest),21.6
18,Woman,Decile 1 (lowest),9.6
18,Woman,Decile 2,0.0
18,Woman,Decile 3,10.9
18,Woman,Decile 4,28.4
18,Woman,Decile 5,11.2
18,Woman,Decile 6,11.7
18,Woman,Decile 7,24.8
18,Woman,Decile 8,32.9
18,Woman,Decile 9,0.0
18,Woman,Decile 10 (highest),28.4
18,Non-binary,Decile 1 (lowest),0.0
18,Non-binary,Decile 2,0.0
18,Non-binary,Decile 3,0.0
18,Non-binary,Decile 4,0.0
18,Non-binary,Decile 5,0.0
18,Non-binary,Decile 6,0.0
18,Non-binary,Decile 7,0.0
18,Non-binary,Decile 8,0.0
18,Non-binary,Decile 9,0.0
18,Non-binary,Decile 10 (highest),0.0
18,Total,Decile 1 (lowest),38.1
18,Total,Decile 2,33.4
18,Total,Decile 3,38.0
18,Total,Decile 4,35.3
18,Total,Decile 5,29.9
18,Total,Decile 6,30.0
18,Total,Decile 7,27.6
18,Total,Decile 8,50.1
18,Total,Decile 9,34.4
18,Total,Decile 10 (highest),38.8
19,Man,Decile 1 (lowest),29.7
19,Man,Decile 2,4.2
19,Man,Decile 3,18.6
19,Man,Decile 4,9.1
19,Man,Decile 5,10.7
19,Man,Decile 6,0.0
19,Man,Decile 7,8.3
19,Man,Decile 8,26.2
19,Man,Decile 9,4.4
19,Man,Decile 10 (highest),41.9
19,Woman,Decile 1 (lowest),24.6
19,Woman,Decile 2,10.9
19,Woman,Decile 3,9.6
19,Woman,Decile 4,44.0
19,Woman,Decile 5,12.4
19,Woman,Decile 6,8.7
19,Woman,Decile 7,4.2
19,Woman,Decile 8,9.5
19,Woman,Decile 9,11.2
19,Woman,Decile 10 (highest),20.9
19,Non-binary,Decile 1 (lowest),0.0
19,Non-binary,Decile 2,0.0
19,Non-binary,Decile 3,0.0
19,Non-binary,Decile 4,0.0
19,Non-binary,Decile 5,0.0
19,Non-binary,Decile 6,0.0
19,Non-binary,Decile 7,0.0
19,Non-binary,Decile 8,0.0
19,Non-binary,Decile 9,0.0
19,Non-binary,Decile 10 (highest),0.0
