age,gender,level,value
2,Non-binary,"Endocrine, nutritional and metabolic disorders",0.0
2,Non-binary,Mental and behavioural disorders,0.0
2,Non-binary,Diseases of the nervous system,0.0
2,Non-binary,Diseases of the eye and adnexa,0.0
2,Non-binary,Diseases of the ear and mastoid process,0.0
2,Non-binary,Diseases of the circulatory system,0.0
2,Non-binary,Diseases of the respiratory system,0.0
2,Non-binary,Diseases of the digestive system,0.0
2,Non-binary,Diseases of the skin and subcutaneous tissue,0.0
2,Non-binary,Diseases of the musculoskeletal system and connective tissue,0.0
2,Non-binary,Diseases of genito-urinary system,0.0
2,Non-binary,"Pregnancy, childbrith and the puerperium",0.0
2,Non-binary,Certain conditions originating in the perinatal period,0.0
2,Non-binary,"Congenital malformations, deformations and chromosomal abnormalities",0.0
2,Non-binary,"Symptoms, signs and conditions not elsewhere classified",0.0
2,Non-binary,"Injury, poisoning and certain other consequences of external causes",0.0
2,Non-binary,Codes for special purposes,0.0
2,Total,Certain infectious and parasitic diseases,0.0
2,Total,Neoplasms,0.0
2,Total,Diseases of the blood and blood-forming organs,0.0
2,Total,"Endocrine, nutritional and metabolic disorders",0.0
2,Total,Mental and behavioural disorders,0.0
2,Total,Diseases of the nervous system,0.0
2,Total,Diseases of the eye and adnexa,0.0
2,Total,Diseases of the ear and mastoid process,0.0
2,Total,Diseases of the circulatory system,0.0
2,Total,Diseases of the respiratory system,0.0
2,Total,Diseases of the digestive system,0.0
2,Total,Diseases of the skin and subcutaneous tissue,0.0
2,Total,Diseases of the musculoskeletal system and connective tissue,0.0
2,Total,Diseases of genito-urinary system,0.0
2,Total,"Pregnancy, childbrith and the puerperium",0.0
2,Total,Certain conditions originating in the perinatal period,0.0
2,Total,"Congenital malformations, deformations and chromosomal abnormalities",0.0
2,Total,"Symptoms, signs and conditions not elsewhere classified",0.0
2,Total,"Injury, poisoning and certain other consequences of external causes",0.0
2,Total,Codes for special purposes,0.0
3,Man,Certain infectious and parasitic diseases,0.0
3,Man,Neoplasms,0.0
3,Man,Diseases of the blood and blood-forming organs,0.0
3,Man,"Endocrine, nutritional and metabolic disorders",0.0
3,Man,Mental and behavioural disorders,0.0
3,Man,Diseases of the nervous system,0.0
3,Man,Diseases of the eye and adnexa,0.0
3,Man,Diseases of the ear and mastoid process,0.0
3,Man,Diseases of the circulatory system,0.0
3,Man,Diseases of the respiratory system,0.0
3,Man,Diseases of the digestive system,0.0
3,Man,Diseases of the skin and subcutaneous tissue,0.0
3,Man,Diseases of the musculoskeletal system and connective tissue,0.0
3,Man,Diseases of genito-urinary system,0.0
3,Man,"Pregnancy, childbrith and the puerperium",0.0
3,Man,Certain conditions originating in the perinatal period,0.0
3,Man,"Congenital malformations, deformations and chromosomal abnormalities",0.0
3,Man,"Symptoms, signs and conditions not elsewhere classified",0.0
3,Man,"Injury, poisoning and certain other consequences of external causes",0.0
3,Man,Codes for special purposes,0.0
3,Woman,Certain infectious and parasitic diseases,0.0
3,Woman,Neoplasms,0.0
3,Woman,Diseases of the blood and blood-forming organs,0.0
3,Woman,"Endocrine, nutritional and metabolic disorders",0.0
3,Woman,Mental and behavioural disorders,0.0
3,Woman,Diseases of the nervous system,0.0
3,Woman,Diseases of the eye and adnexa,0.0
3,Woman,Diseases of the ear and mastoid process,0.0
3,Woman,Diseases of the circulatory system,0.0
3,Woman,Diseases of the respiratory system,0.0
3,Woman,Diseases of the digestive system,0.0
3,Woman,Diseases of the skin and subcutaneous tissue,0.0
3,Woman,Diseases of the musculoskeletal system and connective tissue,0.0
3,Woman,Diseases of genito-urinary system,0.0
3,Woman,"Pregnancy, childbrith and the puerperium",0.0
3,Woman,Certain conditions originating in the perinatal period,0.0
3,Woman,"Congenital malformations, deformations and chromosomal abnormalities",0.0
3,Woman,"Symptoms, signs and conditions not elsewhere classified",0.0
3,Woman,"Injury, poisoning and certain other consequences of external causes",0.0
3,Woman,Codes for special purposes,0.0
3,Non-binary,Certain infectious and parasitic diseases,0.0
3,Non-binary,Neoplasms,0.0
3,Non-binary,Diseases of the blood and blood-forming organs,0.0
3,Non-binary,"Endocrine, nutritional and metabolic disorders",0.0
3,Non-binary,Mental and behavioural disorders,0.0
3,Non-binary,Diseases of the nervous system,0.0
3,Non-binary,Diseases of the eye and adnexa,0.0
3,Non-binary,Diseases of the ear and mastoid process,0.0
3,Non-binary,Diseases of the circulatory system,0.0
3,Non-binary,Diseases of the respiratory system,0.0
3,Non-binary,Diseases of the digestive system,0.0
3,Non-binary,Diseases of the skin and subcutaneous tissue,0.0
3,Non-binary,Diseases of the musculoskeletal system and connective tissue,0.0
3,Non-binary,Diseases of genito-urinary system,0.0
3,Non-binary,"Pregnancy, childbrith and the puerperium",0.0
3,Non-binary,Certain conditions originating in the perinatal period,0.0
3,Non-binary,"Congenital malformations, deformations and chromosomal abnormalities",0.0
3,Non-binary,"Symptoms, signs and conditions not elsewhere classified",0.0
3,Non-binary,"Injury, poisoning and certain other consequences of external causes",0.0
3,Non-binary,Codes for special purposes,0.0
3,Total,Certain infectious and parasitic diseases,0.0
3,Total,Neoplasms,0.0
3,Total,Diseases of the blood and blood-forming organs,0.0
3,Total,"Endocrine, nutritional and metabolic disorders",0.0
3,Total,Mental and behavioural disorders,0.0
3,Total,Diseases of the nervous system,0.0
3,Total,Diseases of the eye and adnexa,0.0
3,Total,Diseases of the ear and mastoid process,0.0
3,Total,Diseases of the circulatory system,0.0
3,Total,Diseases of the respiratory system,0.0
3,Total,Diseases of the digestive system,0.0
3,Total,Diseases of the skin and subcutaneous tissue,0.0
3,Total,Diseases of the musculoskeletal system and connective tissue,0.0
3,Total,Diseases of genito-urinary system,0.0
3,Total,"Pregnancy, childbrith and the puerperium",0.0
3,Total,Certain conditions originating in the perinatal period,0.0
3,Total,"Congenital malformations, deformations and chromosomal abnormalities",0.0
3,Total,"Symptoms, signs and conditions not elsewhere classified",0.0
3,Total,"Injury, poisoning and certain other consequences of external causes",0.0
3,Total,Codes for special purposes,0.0
4,Man,Certain infectious and parasitic diseases,0.0
4,Man,Neoplasms,0.0
4,Man,Diseases of the blood and blood-forming organs,0.0
4,Man,"Endocrine, nutritional and metabolic disorders",0.0
4,Man,Mental and behavioural disorders,0.0
4,Man,Diseases of the nervous system,0.0
4,Man,Diseases of the eye and adnexa,0.0
4,Man,Diseases of the ear and mastoid process,0.0
4,Man,Diseases of the circulatory system,0.0
4,Man,Diseases of the respiratory system,0.0
4,Man,Diseases of the digestive system,0.0
4,Man,Diseases of the skin and subcutaneous tissue,0.0
4,Man,Diseases of the musculoskeletal system and connective tissue,0.0
4,Man,Diseases of genito-urinary system,0.0
4,Man,"Pregnancy, childbrith and the puerperium",0.0
4,Man,Certain conditions originating in the perinatal period,0.0
4,Man,"Congenital malformations, deformations and chromosomal abnormalities",0.0
4,Man,"Symptoms, signs and conditions not elsewhere classified",0.0
4,Man,"Injury, poisoning and certain other consequences of external causes",0.0
4,Man,Codes for special purposes,0.0
4,Woman,Certain infectious and parasitic diseases,0.0
4,Woman,Neoplasms,0.0
4,Woman,Diseases of the blood and blood-forming organs,0.0
4,Woman,"Endocrine, nutritional and metabolic disorders",0.0
4,Woman,Mental and behavioural disorders,0.0
4,Woman,Diseases of the nervous system,0.0
4,Woman,Diseases of the eye and adnexa,0.0
4,Woman,Diseases of the ear and mastoid process,0.0
4,Woman,Diseases of the circulatory system,0.0
4,Woman,Diseases of the respiratory system,0.0
4,Woman,Diseases of the digestive system,0.0
4,Woman,Diseases of the skin and subcutaneous tissue,0.0
4,Woman,Diseases of the musculoskeletal system and connective tissue,0.0
4,Woman,Diseases of genito-urinary system,0.0
4,Woman,"Pregnancy, childbrith and the puerperium",0.0
4,Woman,Certain conditions originating in the perinatal period,0.0
4,Woman,"Congenital malformations, deformations and chromosomal abnormalities",0.0
4,Woman,"Symptoms, signs and conditions not elsewhere classified",0.0
4,Woman,"Injury, poisoning and certain other consequences of external causes",0.0
4,Woman,Codes for special purposes,0.0
4,Non-binary,Certain infectious and parasitic diseases,0.0
4,Non-binary,Neoplasms,0.0
4,Non-binary,Diseases of the blood and blood-forming organs,0.0
4,Non-binary,"Endocrine, nutritional and metabolic disorders",0.0
4,Non-binary,Mental and behavioural disorders,0.0
4,Non-binary,Diseases of the nervous system,0.0
4,Non-binary,Diseases of the eye and adnexa,0.0
4,Non-binary,Diseases of the ear and mastoid process,0.0
4,Non-binary,Diseases of the circulatory system,0.0
4,Non-binary,Diseases of the respiratory system,0.0
4,Non-binary,Diseases of the digestive system,0.0
4,Non-binary,Diseases of the skin and subcutaneous tissue,0.0
4,Non-binary,Diseases of the musculoskeletal system and connective tissue,0.0
4,Non-binary,Diseases of genito-urinary system,0.0
4,Non-binary,"Pregnancy, childbrith and the puerperium",0.0
4,Non-binary,Certain conditions originating in the perinatal period,0.0
4,Non-binary,"Congenital malformations, deformations and chromosomal abnormalities",0.0
4,Non-binary,"Symptoms, signs and conditions not elsewhere classified",0.0
4,Non-binary,"Injury, poisoning and certain other consequences of external causes",0.0
4,Non-binary,Codes for special purposes,0.0
4,Total,Certain infectious and parasitic diseases,0.0
4,Total,Neoplasms,0.0
4,Total,Diseases of the blood and blood-forming organs,0.0
4,Total,"Endocrine, nutritional and metabolic disorders",0.0
4,Total,Mental and behavioural disorders,0.0
4,Total,Diseases of the nervous system,0.0
4,Total,Diseases of the eye and adnexa,0.0
4,Total,Diseases of the ear and mastoid process,0.0
4,Total,Diseases of the circulatory system,0.0
4,Total,Diseases of the respiratory system,0.0
4,Total,Diseases of the digestive system,0.0
4,Total,Diseases of the skin and subcutaneous tissue,0.0
4,Total,Diseases of the musculoskeletal system and connective tissue,0.0
4,Total,Diseases of genito-urinary system,0.0
4,Total,"Pregnancy, childbrith and the puerperium",0.0
4,Total,Certain conditions originating in the perinatal period,0.0
4,Total,"Congenital malformations, deformations and chromosomal abnormalities",0.0
4,Total,"Symptoms, signs and conditions not elsewhere classified",0.0
4,Total,"Injury, poisoning and certain other consequences of external causes",0.0
4,Total,Codes for special purposes,0.0
5,Man,Certain infectious and parasitic diseases,0.0
5,Man,Neoplasms,0.0
5,Man,Diseases of the blood and blood-forming organs,0.0
5,Man,"Endocrine, nutritional and metabolic disorders",0.0
5,Man,Mental and behavioural disorders,0.0
5,Man,Diseases of the nervous system,0.0
5,Man,Diseases of the eye and adnexa,0.0
5,Man,Diseases of the ear and mastoid process,0.0
5,Man,Diseases of the circulatory system,0.0
5,Man,Diseases of the respiratory system,0.0
5,Man,Diseases of the digestive system,0.0
5,Man,Diseases of the skin and subcutaneous tissue,0.0
5,Man,Diseases of the musculoskeletal system and connective tissue,0.0
5,Man,Diseases of genito-urinary system,0.0
5,Man,"Pregnancy, childbrith and the puerperium",0.0
5,Man,Certain conditions originating in the perinatal period,0.0
5,Man,"Congenital malformations, deformations and chromosomal abnormalities",0.0
5,Man,"Symptoms, signs and conditions not elsewhere classified",0.0
5,Man,"Injury, poisoning and certain other consequences of external causes",0.0
5,Man,Codes for special purposes,0.0
5,Woman,Certain infectious and parasitic diseases,0.0
5,Woman,Neoplasms,0.0
5,Woman,Diseases of the blood and blood-forming organs,0.0
5,Woman,"Endocrine, nutritional and metabolic disorders",0.0
5,Woman,Mental and behavioural disorders,0.0
5,Woman,Diseases of the nervous system,0.0
5,Woman,Diseases of the eye and adnexa,0.0
5,Woman,Diseases of the ear and mastoid process,0.0
5,Woman,Diseases of the circulatory system,0.0
5,Woman,Diseases of the respiratory system,0.0
5,Woman,Diseases of the digestive system,0.0
5,Woman,Diseases of the skin and subcutaneous tissue,0.0
5,Woman,Diseases of the musculoskeletal system and connective tissue,0.0
5,Woman,Diseases of genito-urinary system,0.0
5,Woman,"Pregnancy, childbrith and the puerperium",0.0
5,Woman,Certain conditions originating in the perinatal period,0.0
5,Woman,"Congenital malformations, deformations and chromosomal abnormalities",0.0
5,Woman,"Symptoms, signs and conditions not elsewhere classified",0.0
5,Woman,"Injury, poisoning and certain other consequences of external causes",0.0
5,Woman,Codes for special purposes,0.0
5,Non-binary,Certain infectious and parasitic diseases,0.0
5,Non-binary,Neoplasms,0.0
5,Non-binary,Diseases of the blood and blood-forming organs,0.0
5,Non-binary,"Endocrine, nutritional and metabolic disorders",0.0
5,Non-binary,Mental and behavioural disorders,0.0
5,Non-binary,Diseases of the nervous system,0.0
5,Non-binary,Diseases of the eye and adnexa,0.0
5,Non-binary,Diseases of the ear and mastoid process,0.0
5,Non-binary,Diseases of the circulatory system,0.0
5,Non-binary,Diseases of the respiratory system,0.0
5,Non-binary,Diseases of the digestive system,0.0
5,Non-binary,Diseases of the skin and subcutaneous tissue,0.0
5,Non-binary,Diseases of the musculoskeletal system and connective tissue,0.0
5,Non-binary,Diseases of genito-urinary system,0.0
5,Non-binary,"Pregnancy, childbrith and the puerperium",0.0
5,Non-binary,Certain conditions originating in the perinatal period,0.0
5,Non-binary,"Congenital malformations, deformations and chromosomal abnormalities",0.0
5,Non-binary,"Symptoms, signs and conditions not elsewhere classified",0.0
5,Non-binary,"Injury, poisoning and certain other consequences of external causes",0.0
5,Non-binary,Codes for special purposes,0.0
5,Total,Certain infectious and parasitic diseases,0.0
5,Total,Neoplasms,0.0
5,Total,Diseases of the blood and blood-forming organs,0.0
5,Total,"Endocrine, nutritional and metabolic disorders",0.0
5,Total,Mental and behavioural disorders,0.0
5,Total,Diseases of the nervous system,0.0
5,Total,Diseases of the eye and adnexa,0.0
5,Total,Diseases of the ear and mastoid process,0.0
5,Total,Diseases of the circulatory system,0.0
5,Total,Diseases of the respiratory system,0.0
5,Total,Diseases of the digestive system,0.0
5,Total,Diseases of the skin and subcutaneous tissue,0.0
5,Total,Diseases of the musculoskeletal system and connective tissue,0.0
5,Total,Diseases of genito-urinary system,0.0
5,Total,"Pregnancy, childbrith and the puerperium",0.0
5,Total,Certain conditions originating in the perinatal period,0.0
5,Total,"Congenital malformations, deformations and chromosomal abnormalities",0.0
5,Total,"Symptoms, signs and conditions not elsewhere classified",0.0
5,Total,"Injury, poisoning and certain other consequences of external causes",0.0
5,Total,Codes for special purposes,0.0
6,Man,Certain infectious and parasitic diseases,0.0
6,Man,Neoplasms,0.0
6,Man,Diseases of the blood and blood-forming organs,0.0
6,Man,"Endocrine, nutritional and metabolic disorders",0.0
6,Man,Mental and behavioural disorders,0.0
6,Man,Diseases of the nervous system,0.0
6,Man,Diseases of the eye and adnexa,0.0
6,Man,Diseases of the ear and mastoid process,0.0
6,Man,Diseases of the circulatory system,0.0
6,Man,Diseases of the respiratory system,0.0
6,Man,Diseases of the digestive system,0.0
6,Man,Diseases of the skin and subcutaneous tissue,0.0
6,Man,Diseases of the musculoskeletal system and connective tissue,0.0
6,Man,Diseases of genito-urinary system,0.0
6,Man,"Pregnancy, childbrith and the puerperium",0.0
6,Man,Certain conditions originating in the perinatal period,0.0
6,Man,"Congenital malformations, deformations and chromosomal abnormalities",0.0
6,Man,"Symptoms, signs and conditions not elsewhere classified",0.0
6,Man,"Injury, poisoning and certain other consequences of external causes",0.0
6,Man,Codes for special purposes,0.0
6,Woman,Certain infectious and parasitic diseases,0.0
6,Woman,Neoplasms,0.0
6,Woman,Diseases of the blood and blood-forming organs,0.0
6,Woman,"Endocrine, nutritional and metabolic disorders",0.0
6,Woman,Mental and behavioural disorders,0.0
6,Woman,Diseases of the nervous system,0.0
6,Woman,Diseases of the eye and adnexa,0.0
6,Woman,Diseases of the ear and mastoid process,0.0
6,Woman,Diseases of the circulatory system,0.0
6,Woman,Diseases of the respiratory system,0.0
6,Woman,Diseases of the digestive system,0.0
6,Woman,Diseases of the skin and subcutaneous tissue,0.0
6,Woman,Diseases of the musculoskeletal system and connective tissue,0.0
6,Woman,Diseases of genito-urinary system,0.0
6,Woman,"Pregnancy, childbrith and the puerperium",0.0
6,Woman,Certain conditions originating in the perinatal period,0.0
6,Woman,"Congenital malformations, deformations and chromosomal abnormalities",0.0
6,Woman,"Symptoms, signs and conditions not elsewhere classified",0.0
6,Woman,"Injury, poisoning and certain other consequences of external causes",0.0
6,Woman,Codes for special purposes,0.0
6,Non-binary,Certain infectious and parasitic diseases,0.0
6,Non-binary,Neoplasms,0.0
6,Non-binary,Diseases of the blood and blood-forming organs,0.0
6,Non-binary,"Endocrine, nutritional and metabolic disorders",0.0
6,Non-binary,Mental and behavioural disorders,0.0
6,Non-binary,Diseases of the nervous system,0.0
6,Non-binary,Diseases of the eye and adnexa,0.0
6,Non-binary,Diseases of the ear and mastoid process,0.0
6,Non-binary,Diseases of the circulatory system,0.0
6,Non-binary,Diseases of the respiratory system,0.0
6,Non-binary,Diseases of the digestive system,0.0
6,Non-binary,Diseases of the skin and subcutaneous tissue,0.0
6,Non-binary,Diseases of the musculoskeletal system and connective tissue,0.0
6,Non-binary,Diseases of genito-urinary system,0.0
6,Non-binary,"Pregnancy, childbrith and the puerperium",0.0
6,Non-binary,Certain conditions originating in the perinatal period,0.0
6,Non-binary,"Congenital malformations, deformations and chromosomal abnormalities",0.0
6,Non-binary,"Symptoms, signs and conditions not elsewhere classified",0.0
6,Non-binary,"Injury, poisoning and certain other consequences of external causes",0.0
6,Non-binary,Codes for special purposes,0.0
6,Total,Certain infectious and parasitic diseases,0.0
6,Total,Neoplasms,0.0
6,Total,Diseases of the blood and blood-forming organs,0.0
6,Total,"Endocrine, nutritional and metabolic disorders",0.0
6,Total,Mental and behavioural disorders,0.0
6,Total,Diseases of the nervous system,0.0
6,Total,Diseases of the eye and adnexa,0.0
