age,gender,level,value
60,Man,Current daily smoker,18.6
60,Man,Current smoker - other,0.0
60,Man,Current non-smoker,104.4
60,Woman,Current daily smoker,13.6
60,Woman,Current smoker - other,0.0
60,Woman,Current non-smoker,141.0
60,Non-binary,Current daily smoker,0.0
60,Non-binary,Current smoker - other,0.0
60,Non-binary,Current non-smoker,0.0
60,Total,Current daily smoker,25.2
60,Total,Current smoker - other,0.0
60,Total,Current non-smoker,250.9
61,Man,Current daily smoker,17.3
61,Man,Current smoker - other,0.0
61,Man,Current non-smoker,127.7
61,Woman,Current daily smoker,19.4
61,Woman,Current smoker - other,0.0
61,Woman,Current non-smoker,151.6
61,Non-binary,Current daily smoker,0.0
61,Non-binary,Current smoker - other,0.0
61,Non-binary,Current non-smoker,0.0
61,Total,Current daily smoker,45.0
61,Total,Current smoker - other,3.6
61,Total,Current non-smoker,273.5
62,Man,Current daily smoker,18.5
62,Man,Current smoker - other,0.0
62,Man,Current non-smoker,91.8
62,Woman,Current daily smoker,16.7
62,Woman,Current smoker - other,0.0
62,Woman,Current non-smoker,131.9
62,Non-binary,Current daily smoker,0.0
62,Non-binary,Current smoker - other,0.0
62,Non-binary,Current non-smoker,0.0
62,Total,Current daily smoker,32.6
62,Total,Current smoker - other,0.0
62,Total,Current non-smoker,232.8
63,Man,Current daily smoker,25.0
63,Man,Current smoker - other,0.0
63,Man,Current non-smoker,115.7
63,Woman,Current daily smoker,22.0
63,Woman,Current smoker - other,0.0
63,Woman,Current non-smoker,111.0
63,Non-binary,Current daily smoker,0.0
63,Non-binary,Current smoker - other,0.0
63,Non-binary,Current non-smoker,0.0
63,Total,Current daily smoker,46.9
63,Total,Current smoker - other,7.4
63,Total,Current non-smoker,225.4
64,Man,Current daily smoker,14.8
64,Man,Current smoker - other,0.0
64,Man,Current non-smoker,129.9
64,Woman,Current daily smoker,10.3
64,Woman,Current smoker - other,6.8
64,Woman,Current non-smoker,124.0
