age,gender,level,value
48,Man,Did not meet 2014 physical activity guidelines,139.1
48,Woman,Met 2014 physical activity guidelines,17.6
48,Woman,Did not meet 2014 physical activity guidelines,110.6
48,Non-binary,Met 2014 physical activity guidelines,0.0
48,Non-binary,Did not meet 2014 physical activity guidelines,0.0
48,Total,Met 2014 physical activity guidelines,74.9
48,Total,Did not meet 2014 physical activity guidelines,252.1
49,Man,Met 2014 physical activity guidelines,14.8
49,Man,Did not meet 2014 physical activity guidelines,111.8
49,Woman,Met 2014 physical activity guidelines,46.1
49,Woman,Did not meet 2014 physical activity guidelines,158.4
49,Non-binary,Met 2014 physical activity guidelines,0.0
49,Non-binary,Did not meet 2014 physical activity guidelines,0.0
49,Total,Met 2014 physical activity guidelines,60.2
49,Total,Did not meet 2014 physical activity guidelines,281.6
50,Man,Met 2014 physical activity guidelines,27.8
50,Man,Did not meet 2014 physical activity guidelines,132.3
50,Woman,Met 2014 physical activity guidelines,27.2
50,Woman,Did not meet 2014 physical activity guidelines,160.8
50,Non-binary,Met 2014 physical activity guidelines,0.0
50,Non-binary,Did not meet 2014 physical activity guidelines,0.0
50,Total,Met 2014 physical activity guidelines,52.3
50,Total,Did not meet 2014 physical activity guidelines,291.3
51,Man,Met 2014 physical activity guidelines,29.2
51,Man,Did not meet 2014 physical activity guidelines,103.4
51,Woman,Met 2014 physical activity guidelines,16.4
51,Woman,Did not meet 2014 physical activity guidelines,120.9
51,Non-binary,Met 2014 physical activity guidelines,0.0
51,Non-binary,Did not meet 2014 physical activity guidelines,0.0
51,Total,Met 2014 physical activity guidelines,45.9
51,Total,Did not meet 2014 physical activity guidelines,230.4
52,Man,Met 2014 physical activity guidelines,9.7
52,Man,Did not meet 2014 physical activity guidelines,130.9
52,Woman,Met 2014 physical activity guidelines,27.3
52,Woman,Did not meet 2014 physical activity guidelines,138.0
52,Non-binary,Met 2014 physical activity guidelines,0.0
52,Non-binary,Did not meet 2014 physical activity guidelines,0.0
52,Total,Met 2014 physical activity guidelines,33.6
52,Total,Did not meet 2014 physical activity guidelines,270.7
53,Man,Met 2014 physical activity guidelines,39.8
53,Man,Did not meet 2014 physical activity guidelines,97.8
53,Woman,Met 2014 physical activity guidelines,18.6
53,Woman,Did not meet 2014 physical activity guidelines,143.7
53,Non-binary,Met 2014 physical activity guidelines,0.0
53,Non-binary,Did not meet 2014 physical activity guidelines,0.0
53,Total,Met 2014 physical activity guidelines,59.4
53,Total,Did not meet 2014 physical activity guidelines,233.5
54,Man,Met 2014 physical activity guidelines,21.0
54,Man,Did not meet 2014 physical activity guidelines,138.6
54,Woman,Met 2014 physical activity guidelines,25.9
54,Woman,Did not meet 2014 physical activity guidelines,116.7
54,Non-binary,Met 2014 physical activity guidelines,0.0
54,Non-binary,Did not meet 2014 physical activity guidelines,0.0
54,Total,Met 2014 physical activity guidelines,50.0
54,Total,Did not meet 2014 physical activity guidelines,251.3
55,Man,Met 2014 physical activity guidelines,34.2
55,Man,Did not meet 2014 physical activity guidelines,84.9
55,Woman,Met 2014 physical activity guidelines,24.1
55,Woman,Did not meet 2014 physical activity guidelines,106.5
55,Non-binary,Met 2014 physical activity guidelines,0.0
55,Non-binary,Did not meet 2014 physical activity guidelines,0.0
55,Total,Met 2014 physical activity guidelines,53.8
55,Total,Did not meet 2014 physical activity guidelines,185.5
56,Man,Met 2014 physical activity guidelines,17.5
56,Man,Did not meet 2014 physical activity guidelines,131.1
56,Woman,Met 2014 physical activity guidelines,34.2
56,Woman,Did not meet 2014 physical activity guidelines,124.0
56,Non-binary,Met 2014 physical activity guidelines,0.0
56,Non-binary,Did not meet 2014 physical activity guidelines,0.0
56,Total,Met 2014 physical activity guidelines,57.2
56,Total,Did not meet 2014 physical activity guidelines,253.6
57,Man,Met 2014 physical activity guidelines,27.5
57,Man,Did not meet 2014 physical activity guidelines,149.8
57,Woman,Met 2014 physical activity guidelines,22.1
57,Woman,Did not meet 2014 physical activity guidelines,135.9
57,Non-binary,Met 2014 physical activity guidelines,0.0
57,Non-binary,Did not meet 2014 physical activity guidelines,0.0
57,Total,Met 2014 physical activity guidelines,47.3
57,Total,Did not meet 2014 physical activity guidelines,286.8
58,Man,Met 2014 physical activity guidelines,22.6
58,Man,Did not meet 2014 physical activity guidelines,146.4
58,Woman,Met 2014 physical activity guidelines,25.2
58,Woman,Did not meet 2014 physical activity guidelines,85.7
58,Non-binary,Met 2014 physical activity guidelines,0.0
58,Non-binary,Did not meet 2014 physical activity guidelines,0.0
58,Total,Met 2014 physical activity guidelines,49.9
58,Total,Did not meet 2014 physical activity guidelines,228.7
59,Man,Met 2014 physical activity guidelines,7.7
