age,nhs_abs_condition__all_conditions,nhs_abs_condition__no_condition,nhs_activity__did_not_meet_2014_physical_activity_guidelines,nhs_activity__met_2014_physical_activity_guidelines,nhs_alcohol__consumed_alcohol_12_or_more_months_ago,nhs_alcohol__did_not_exceed_guideline,nhs_alcohol__exceeded_guideline,nhs_alcohol__never_consumed_alcohol,nhs_alcohol__risk_level_not_known,nhs_alcohol__time_since_last_consumed_alcohol_not_known,nhs_bmi__normal_range,nhs_bmi__normal_range_adult_only,nhs_bmi__obese_class_1,nhs_bmi__obese_class_2_adult_only,nhs_bmi__obese_class_3_adult_only,nhs_bmi__overweight,nhs_bmi__underweight_class_1,nhs_bmi__underweight_class_2,nhs_bmi__underweight_class_3,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases,nhs_comorbidity_all_condition__codes_for_special_purposes,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system,nhs_comorbidity_all_condition__diseases_of_the_digestive_system,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue,nhs_comorbidity_all_condition__diseases_of_the_nervous_system,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes,nhs_comorbidity_all_condition__mental_and_behavioural_disorders,nhs_comorbidity_all_condition__neoplasms,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified,nhs_comorbidity_no_condition__no_condition,nhs_population__total,nhs_seifa__decile_1_lowest,nhs_seifa__decile_10_highest,nhs_seifa__decile_2,nhs_seifa__decile_3,nhs_seifa__decile_4,nhs_seifa__decile_5,nhs_seifa__decile_6,nhs_seifa__decile_7,nhs_seifa__decile_8,nhs_seifa__decile_9,nhs_smoking__current_daily_smoker,nhs_smoking__current_non_smoker,nhs_smoking__current_smoker_other,nhs_states__australian_capital_territory,nhs_states__new_south_wales,nhs_states__northern_territory,nhs_states__other_territories,nhs_states__outside_australia,nhs_states__queensland,nhs_states__south_australia,nhs_states__tasmania,nhs_states__victoria,nhs_states__western_australia,nhs_abs_condition__all_conditions_rate,nhs_abs_condition__no_condition_rate,nhs_activity__did_not_meet_2014_physical_activity_guidelines_rate,nhs_activity__met_2014_physical_activity_guidelines_rate,nhs_alcohol__consumed_alcohol_12_or_more_months_ago_rate,nhs_alcohol__did_not_exceed_guideline_rate,nhs_alcohol__exceeded_guideline_rate,nhs_alcohol__never_consumed_alcohol_rate,nhs_alcohol__risk_level_not_known_rate,nhs_alcohol__time_since_last_consumed_alcohol_not_known_rate,nhs_bmi__normal_range_rate,nhs_bmi__normal_range_adult_only_rate,nhs_bmi__obese_class_1_rate,nhs_bmi__obese_class_2_adult_only_rate,nhs_bmi__obese_class_3_adult_only_rate,nhs_bmi__overweight_rate,nhs_bmi__underweight_class_1_rate,nhs_bmi__underweight_class_2_rate,nhs_bmi__underweight_class_3_rate,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period_rate,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases_rate,nhs_comorbidity_all_condition__codes_for_special_purposes_rate,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities_rate,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system_rate,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs_rate,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_digestive_system_rate,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process_rate,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa_rate,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue_rate,nhs_comorbidity_all_condition__diseases_of_the_nervous_system_rate,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue_rate,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders_rate,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes_rate,nhs_comorbidity_all_condition__mental_and_behavioural_disorders_rate,nhs_comorbidity_all_condition__neoplasms_rate,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium_rate,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified_rate,nhs_comorbidity_no_condition__no_condition_rate,nhs_seifa__decile_1_lowest_rate,nhs_seifa__decile_10_highest_rate,nhs_seifa__decile_2_rate,nhs_seifa__decile_3_rate,nhs_seifa__decile_4_rate,nhs_seifa__decile_5_rate,nhs_seifa__decile_6_rate,nhs_seifa__decile_7_rate,nhs_seifa__decile_8_rate,nhs_seifa__decile_9_rate,nhs_smoking__current_daily_smoker_rate,nhs_smoking__current_non_smoker_rate,nhs_smoking__current_smoker_other_rate,nhs_states__australian_capital_territory_rate,nhs_states__new_south_wales_rate,nhs_states__northern_territory_rate,nhs_states__other_territories_rate,nhs_states__outside_australia_rate,nhs_states__queensland_rate,nhs_states__south_australia_rate,nhs_states__tasmania_rate,nhs_states__victoria_rate,nhs_states__western_australia_rate
54,301.7,4.8,251.3,50.0,29.1,157.1,84.4,28.5,0.0,0.0,3.9,69.5,71.6,21.2,16.6,128.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.1,0.0,138.8,29.0,57.3,276.9,108.9,36.1,153.3,20.5,117.0,44.1,110.0,52.0,0.0,41.3,4.8,305.0,16.4,31.7,6.6,33.7,41.7,33.7,40.5,17.4,47.4,25.0,50.3,248.0,6.9,6.4,88.2,1.1,0.0,0.0,65.7,18.0,9.4,94.3,24.3,0.9891803278688525,0.015737704918032787,0.8239344262295082,0.16393442622950818,0.09540983606557378,0.5150819672131147,0.27672131147540985,0.09344262295081968,0.0,0.0,0.012786885245901639,0.2278688524590164,0.23475409836065572,0.06950819672131148,0.05442622950819673,0.420327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.02983606557377049,0.0,0.4550819672131148,0.09508196721311475,0.18786885245901638,0.9078688524590163,0.35704918032786886,0.11836065573770492,0.5026229508196721,0.06721311475409836,0.3836065573770492,0.14459016393442622,0.36065573770491804,0.17049180327868851,0.0,0.13540983606557377,0.015737704918032787,0.05377049180327868,0.1039344262295082,0.02163934426229508,0.11049180327868853,0.13672131147540983,0.11049180327868853,0.13278688524590163,0.05704918032786885,0.15540983606557376,0.08196721311475409,0.16491803278688524,0.8131147540983606,0.02262295081967213,0.02098360655737705,0.28918032786885245,0.0036065573770491808,0.0,0.0,0.2154098360655738,0.05901639344262295,0.030819672131147544,0.30918032786885247,0.07967213114754099
55,237.7,9.4,185.5,53.8,38.0,101.7,82.3,22.4,0.0,2.4,6.5,55.6,69.8,17.2,13.8,73.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4,20.1,17.7,111.5,19.1,48.4,214.0,124.0,18.1,95.8,23.1,97.5,30.3,97.5,64.9,0.0,31.4,9.4,243.7,14.2,23.7,26.0,28.0,19.9,24.3,32.4,11.9,32.9,24.5,61.1,175.5,9.2,3.4,96.9,2.1,0.0,0.0,49.0,19.0,5.0,44.7,22.7,0.9753795650389824,0.03857201477226098,0.7611817808781289,0.22076323348379154,0.15592942141977842,0.4173163725892491,0.33771029954862536,0.09191629052113254,0.0,0.009848173984407058,0.026672137874435783,0.22814936397209687,0.28641772671317195,0.07057858022158392,0.05662700041034059,0.3003693065244153,0.0,0.0,0.0,0.0,0.0,0.0,0.013951579811243332,0.08247845711940911,0.07263028313500206,0.4575297496922446,0.07837505129257284,0.19860484201887568,0.8781288469429627,0.508822322527698,0.07427164546573657,0.39310627821091504,0.09478867459991794,0.40008206811653674,0.12433319655313911,0.40008206811653674,0.26631103816167423,0.0,0.128846942962659,0.03857201477226098,0.058268362741075094,0.09725071809601969,0.10668855149774313,0.11489536315141569,0.08165777595404185,0.09971276159212147,0.13295034878949527,0.04883052933935166,0.1350020517029134,0.10053344275748873,0.25071809601969636,0.7201477226097661,0.03775133360689372,0.013951579811243332,0.397620024620435,0.008617152236356177,0.0,0.0,0.20106688551497745,0.07796471070988921,0.02051702913418137,0.18342224045958147,0.09314731226918342
56,302.9,0.0,253.6,57.2,34.2,155.5,103.7,22.8,0.0,4.5,4.0,73.3,68.5,35.7,14.2,98.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,15.5,6.0,138.7,24.6,50.5,298.6,140.1,40.5,136.1,19.3,123.8,59.0,78.7,72.0,0.0,31.7,0.0,305.0,17.8,24.3,17.6,27.8,60.9,25.1,41.3,45.2,19.0,24.0,25.7,276.7,4.0,6.8,99.2,1.5,0.0,0.0,56.6,23.7,5.4,82.2,23.6,0.9931147540983606,0.0,0.8314754098360656,0.18754098360655738,0.11213114754098362,0.5098360655737705,0.34,0.07475409836065575,0.0,0.014754098360655738,0.013114754098360656,0.24032786885245902,0.22459016393442624,0.11704918032786886,0.046557377049180323,0.32295081967213113,0.02065573770491803,0.0,0.0,0.0,0.0,0.0,0.0,0.05081967213114754,0.019672131147540985,0.4547540983606557,0.08065573770491803,0.16557377049180327,0.979016393442623,0.45934426229508196,0.13278688524590163,0.4462295081967213,0.06327868852459016,0.40590163934426227,0.19344262295081968,0.2580327868852459,0.2360655737704918,0.0,0.1039344262295082,0.0,0.05836065573770492,0.07967213114754099,0.05770491803278689,0.09114754098360656,0.19967213114754098,0.08229508196721312,0.13540983606557377,0.14819672131147543,0.06229508196721312,0.07868852459016394,0.08426229508196721,0.9072131147540983,0.013114754098360656,0.022295081967213113,0.32524590163934425,0.004918032786885246,0.0,0.0,0.1855737704918033,0.07770491803278688,0.017704918032786888,0.2695081967213115,0.07737704918032787
57,336.3,0.0,286.8,47.3,37.6,118.9,100.7,42.3,0.0,26.6,0.0,89.0,61.9,41.0,25.1,101.5,5.8,0.0,0.0,0.0,5.4,0.0,0.0,20.7,12.8,143.7,51.5,81.3,291.8,179.8,46.3,159.2,36.2,158.2,42.9,82.5,53.9,0.0,40.4,0.0,336.3,43.4,25.9,31.5,15.2,32.0,42.7,40.9,14.0,44.4,37.9,72.6,265.7,0.0,3.2,88.6,2.5,0.0,0.0,83.0,29.4,5.4,112.7,31.2,1.0,0.0,0.8528099910793934,0.1406482307463574,0.11180493606898602,0.3535533749628308,0.2994350282485876,0.12578055307760927,0.0,0.07909604519774012,0.0,0.26464466250371693,0.18406184953910198,0.12191495688373476,0.07463574189711568,0.30181385667558724,0.017246506095747842,0.0,0.0,0.0,0.016057091882247992,0.0,0.0,0.0615521855486173,0.038061254831995246,0.42729705619982156,0.15313707998810586,0.24174843889384476,0.8676776687481416,0.5346416889681832,0.13767469521260778,0.47338685697294075,0.10764198632173655,0.4704133214391911,0.12756467439785904,0.24531668153434433,0.16027356526910497,0.0,0.12013083556348497,0.0,0.12905144216473385,0.07701457032411536,0.09366636931311328,0.04519774011299434,0.0951531370799881,0.12696996729110913,0.12161760333035979,0.041629497472494795,0.13202497769848348,0.1126969967291109,0.21587867975022298,0.7900683913172761,0.0,0.009515313707998812,0.26345524829021705,0.007433838834374071,0.0,0.0,0.24680344930121914,0.08742194469223906,0.016057091882247992,0.3351174546535831,0.0927743086529884
58,284.9,0.0,228.7,49.9,27.7,151.4,101.0,5.2,0.0,0.0,2.1,39.3,67.4,14.6,24.6,120.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.1,6.1,150.7,42.1,77.9,261.7,155.4,27.3,124.3,23.0,127.0,60.4,107.9,67.8,0.0,38.8,0.0,282.6,17.0,32.1,19.0,28.0,41.0,21.5,34.3,30.5,40.8,16.5,46.8,239.8,2.7,5.1,100.8,1.6,0.0,0.0,52.7,16.6,9.6,52.5,34.8,1.0081387119603678,0.0,0.8092710544939843,0.1765746638358103,0.09801840056617125,0.5357395612172682,0.35739561217268223,0.018400566171266806,0.0,0.0,0.0074309978768577496,0.13906581740976642,0.23849964614295824,0.05166312809624911,0.0870488322717622,0.42745930644019814,0.0,0.0,0.0,0.0,0.0,0.0,0.021231422505307854,0.042816702052370835,0.021585279547062984,0.5332625619249822,0.14897381457891012,0.275654635527247,0.9260438782731775,0.5498938428874734,0.09660297239915074,0.4398443029016277,0.0813871196036801,0.4493984430290162,0.21372965322009907,0.38181174805378626,0.23991507430997874,0.0,0.13729653220099078,0.0,0.060155697098372256,0.11358811040339703,0.06723283793347487,0.09907997169143665,0.14508138711960367,0.07607926397735314,0.12137296532200989,0.10792639773531493,0.1443736730360934,0.0583864118895966,0.16560509554140124,0.8485491861288039,0.009554140127388535,0.018046709129511673,0.35668789808917195,0.005661712668082095,0.0,0.0,0.186482661004954,0.05874026893135174,0.03397027600849257,0.18577494692144372,0.12314225053078555
59,290.0,0.0,260.1,30.9,32.1,119.7,107.7,24.9,0.0,0.0,3.3,79.5,75.0,15.2,23.4,98.6,0.0,0.0,0.0,0.0,0.0,4.2,0.0,17.0,4.8,146.9,40.0,76.0,255.4,152.1,32.6,149.9,9.3,142.2,52.9,121.7,65.4,0.0,47.2,0.0,290.7,32.7,27.2,21.2,29.6,39.0,56.9,25.7,26.5,36.5,9.3,65.7,233.7,0.0,3.1,97.3,1.3,0.0,0.0,44.6,23.7,7.7,74.4,32.4,0.9975920192638459,0.0,0.8947368421052633,0.10629514963880289,0.11042311661506708,0.411764705882353,0.37048503611971106,0.08565531475748193,0.0,0.0,0.011351909184726523,0.2734778121775026,0.2579979360165119,0.05228758169934641,0.0804953560371517,0.3391812865497076,0.0,0.0,0.0,0.0,0.0,0.014447884416924666,0.0,0.058479532163742694,0.016511867905056758,0.5053319573443413,0.13759889920880633,0.26143790849673204,0.8785689714482284,0.5232198142414861,0.11214310285517717,0.5156518747850017,0.031991744066047476,0.4891640866873065,0.18197454420364637,0.4186446508427933,0.22497420020639838,0.0,0.16236670106639148,0.0,0.11248710010319919,0.0935672514619883,0.07292741658066736,0.1018231854145167,0.13415892672858618,0.195734434124527,0.08840729274165807,0.0911592707258342,0.1255589955280358,0.031991744066047476,0.22600619195046442,0.803921568627451,0.0,0.010663914688682491,0.3347093223254214,0.004471964224286206,0.0,0.0,0.15342277261781906,0.08152734778121776,0.02648778809769522,0.2559339525283798,0.11145510835913312
60,273.5,0.0,227.4,56.6,32.1,122.9,75.4,43.3,0.0,10.9,5.3,55.5,54.6,28.0,18.7,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,13.6,157.2,44.8,75.2,254.9,157.0,30.9,109.9,16.8,148.6,42.0,82.4,54.7,0.0,33.3,0.0,281.2,31.4,22.8,29.9,15.5,16.6,31.6,48.6,41.0,18.4,16.1,25.2,250.9,0.0,2.3,76.1,1.3,0.0,0.0,78.0,21.8,9.5,59.6,18.8,0.9726173541963016,0.0,0.8086770981507824,0.20128022759601708,0.11415362731152205,0.43705547652916077,0.26813655761024185,0.15398293029871976,0.0,0.0387624466571835,0.018847795163584636,0.19736842105263158,0.1941678520625889,0.09957325746799431,0.06650071123755334,0.3965149359886202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13691322901849218,0.04836415362731152,0.5590327169274537,0.1593172119487909,0.267425320056899,0.9064722617354197,0.558321479374111,0.10988620199146515,0.3908250355618777,0.05974395448079659,0.5284495021337127,0.14935988620199148,0.29302987197724045,0.19452347083926033,0.0,0.11842105263157894,0.0,0.11166429587482218,0.08108108108108109,0.10633001422475107,0.05512091038406828,0.05903271692745378,0.11237553342816502,0.17283072546230444,0.14580369843527738,0.06543385490753911,0.05725462304409674,0.08961593172119488,0.8922475106685633,0.0,0.008179231863442389,0.2706258890469417,0.004623044096728307,0.0,0.0,0.2773826458036984,0.077524893314367,0.033783783783783786,0.21194879089615934,0.06685633001422475
61,317.1,0.0,281.5,42.4,27.5,177.0,83.4,37.7,0.0,5.0,7.9,59.8,87.7,27.0,16.7,122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,19.5,167.3,41.1,73.9,287.7,178.9,34.4,143.3,16.3,155.7,55.4,96.2,112.0,0.0,60.0,0.0,324.3,29.9,33.9,24.9,16.7,53.0,41.3,24.8,26.4,37.8,25.1,45.0,273.5,3.6,4.8,83.2,2.1,0.0,0.0,77.0,30.7,8.6,97.5,29.9,0.9777983348751157,0.0,0.8680234350909651,0.13074313906876348,0.08479802651865556,0.545790934320074,0.25716928769657726,0.11625038544557509,0.0,0.015417823003391921,0.024360160345359236,0.18439716312056736,0.2704286154794943,0.08325624421831637,0.05149552883132901,0.3786617329633056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14184397163120566,0.06012950971322849,0.5158803576934937,0.1267345050878816,0.2278754239901326,0.8871415356151711,0.551649707061363,0.10607462226333642,0.44187480727721246,0.05026210299105766,0.48011100832562437,0.17082947887758249,0.29663891458526054,0.345359235275979,0.0,0.18501387604070305,0.0,0.09219858156028368,0.10453283996299721,0.07678075855689176,0.05149552883132901,0.16342892383595437,0.12735121800801724,0.07647240209682393,0.08140610545790934,0.11655874190564292,0.07739747147702744,0.13876040703052728,0.8433549182855381,0.011100832562442183,0.014801110083256243,0.25655257477644156,0.0064754856614246065,0.0,0.0,0.23743447425223557,0.0946654332408264,0.026518655565834104,0.30064754856614245,0.09219858156028368
62,265.8,4.5,233.4,32.9,30.5,141.6,70.4,25.3,0.0,3.5,4.0,39.5,79.4,23.0,7.4,100.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.6,124.1,20.7,84.2,244.0,145.0,18.7,118.7,12.8,124.4,47.4,59.5,65.9,0.0,37.9,4.5,270.5,15.4,36.7,28.7,31.8,31.3,19.2,30.5,21.8,23.4,33.5,32.6,232.8,0.0,3.3,100.8,2.6,0.0,0.0,28.2,22.7,6.2,48.2,37.6,0.9826247689463956,0.0166358595194085,0.8628465804066544,0.12162661737523105,0.11275415896487985,0.5234750462107208,0.2602587800369686,0.09353049907578559,0.0,0.012939001848428836,0.014787430683918669,0.14602587800369685,0.2935304990757856,0.08502772643253234,0.02735674676524954,0.3722735674676525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354898336414048,0.020702402957486134,0.45878003696857667,0.07652495378927911,0.311275415896488,0.9020332717190388,0.5360443622920518,0.06913123844731978,0.4388170055452865,0.047319778188539746,0.4598890942698706,0.17523105360443622,0.2199630314232902,0.2436229205175601,0.0,0.14011090573012938,0.0166358595194085,0.056931608133086876,0.1356746765249538,0.10609981515711644,0.11756007393715343,0.11571164510166358,0.0709796672828096,0.11275415896487985,0.08059149722735674,0.08650646950092421,0.12384473197781885,0.12051756007393716,0.8606284658040666,0.0,0.012199630314232901,0.37264325323475045,0.009611829944547136,0.0,0.0,0.10425138632162662,0.08391866913123844,0.022920517560073937,0.17818853974121998,0.1390018484288355
63,275.8,0.0,228.4,47.4,49.4,150.7,54.8,6.6,0.0,7.1,3.2,91.6,38.6,17.7,8.9,102.8,4.5,0.0,5.4,0.0,0.0,0.0,0.0,18.9,9.2,139.6,21.9,64.0,263.8,161.7,35.2,135.5,5.0,153.5,51.2,106.3,105.4,0.0,40.5,0.0,275.8,28.6,16.5,33.3,12.5,34.9,35.1,21.3,33.4,19.1,31.7,46.9,225.4,7.4,3.9,96.4,2.4,0.0,0.0,52.1,12.9,4.3,68.9,34.7,1.0,0.0,0.8281363306744017,0.17186366932559824,0.1791153009427121,0.5464104423495286,0.1986947063089195,0.023930384336475704,0.0,0.025743292240754168,0.011602610587382161,0.3321247280638143,0.13995649021029732,0.06417693981145757,0.032269760696156634,0.3727338651196519,0.016316171138506162,0.0,0.0195794053662074,0.0,0.0,0.0,0.0,0.06852791878172589,0.033357505438723706,0.5061638868745467,0.07940536620739666,0.2320522117476432,0.9564902102973168,0.5862944162436547,0.12762871646120377,0.49129804205946337,0.018129079042784626,0.556562726613488,0.18564176939811458,0.3854242204496011,0.3821609862218999,0.0,0.14684554024655547,0.0,0.10369833212472807,0.05982596084118927,0.1207396664249456,0.045322697606961566,0.12654097171863668,0.12726613488034808,0.0772298767222625,0.1211022480058013,0.06925308194343728,0.11493836113125452,0.17005076142131978,0.817258883248731,0.026831036983321246,0.014140681653372008,0.3495286439448876,0.00870195794053662,0.0,0.0,0.1889050036258158,0.046773023930384336,0.015591007976794777,0.24981870920957217,0.1258158085569253
64,276.2,6.0,224.8,52.8,28.5,152.6,66.5,31.1,0.0,4.4,10.3,56.4,52.7,26.0,11.7,112.5,0.0,0.0,0.0,0.0,2.7,0.0,2.8,12.5,10.7,172.5,44.0,87.4,251.6,159.2,33.3,126.5,7.3,132.3,70.6,66.6,96.2,0.0,37.7,6.0,280.2,26.9,38.4,22.8,16.2,19.7,33.3,25.5,31.5,26.1,36.4,21.7,253.6,0.0,6.6,79.3,1.8,0.0,0.0,56.8,21.3,10.0,78.7,43.7,0.9857244825124911,0.021413276231263385,0.8022840827980015,0.18843683083511778,0.10171306209850108,0.5446109921484654,0.23733047822983583,0.11099214846538188,0.0,0.015703069236259817,0.03675945753033548,0.2012847965738758,0.18807994289793006,0.092790863668808,0.041755888650963593,0.40149892933618847,0.0,0.0,0.0,0.0,0.009635974304068524,0.0,0.009992862241256246,0.04461099214846538,0.038187009279086366,0.6156316916488223,0.15703069236259815,0.31192005710207,0.8979300499643112,0.5681655960028551,0.11884368308351177,0.45146324054246967,0.026052819414703783,0.47216274089935767,0.25196288365453245,0.23768736616702354,0.3433261955745896,0.0,0.13454675231977162,0.021413276231263385,0.0960028551034975,0.13704496788008566,0.08137044967880086,0.057815845824411134,0.07030692362598144,0.11884368308351177,0.09100642398286939,0.11241970021413276,0.09314775160599573,0.1299072091363312,0.07744468236973591,0.9050678087080657,0.0,0.023554603854389723,0.2830121341898644,0.006423982869379016,0.0,0.0,0.2027123483226267,0.07601713062098502,0.03568879371877231,0.2808708065667381,0.155960028551035
65,250.6,0.0,154.2,102.2,34.8,130.0,65.9,19.1,0.0,3.5,0.0,60.0,69.6,23.7,16.7,85.0,2.4,0.0,0.0,0.0,2.8,0.0,0.0,8.3,3.3,151.4,15.9,66.1,239.6,153.4,16.9,108.8,12.8,116.2,45.8,64.3,86.6,0.0,30.7,0.0,250.6,11.3,24.9,17.9,20.2,40.4,29.5,42.2,18.3,21.5,24.9,24.7,230.9,3.1,2.7,74.8,1.2,0.0,0.0,48.3,20.6,6.8,66.2,29.9,1.0,0.0,0.6153232242617717,0.40782122905027934,0.13886671987230645,0.5187549880287311,0.2629688747007183,0.07621707901037511,0.0,0.013966480446927375,0.0,0.23942537909018358,0.2777334397446129,0.0945730247406225,0.06664006384676775,0.3391859537110934,0.009577015163607342,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.03312051077414206,0.013168395849960095,0.6041500399042299,0.06344772545889865,0.2637669592976855,0.9561053471667997,0.6121308858739026,0.06743814844373504,0.43415802075019955,0.05107741420590583,0.46368715083798884,0.18276137270550677,0.25658419792498005,0.34557063048683156,0.0,0.12250598563447726,0.0,0.04509177972865124,0.09936153232242617,0.07142857142857142,0.08060654429369513,0.16121308858739025,0.11771747805267359,0.1683958499600958,0.073024740622506,0.08579409417398244,0.09936153232242617,0.0985634477254589,0.9213886671987231,0.012370311252992818,0.01077414205905826,0.29848363926576216,0.004788507581803671,0.0,0.0,0.19273743016759776,0.0822027134876297,0.02713487629688747,0.2641660015961692,0.11931364724660813
66,273.8,0.0,166.0,107.3,36.1,137.5,74.9,22.2,0.0,4.4,7.9,71.3,48.9,27.4,25.5,91.2,4.9,0.0,0.0,0.0,0.9,0.0,0.0,21.4,4.4,161.9,32.5,75.9,256.6,168.1,22.0,121.2,9.9,137.8,53.5,75.6,88.8,0.0,52.4,0.0,273.8,18.9,13.2,35.5,45.7,21.2,27.7,31.8,25.0,37.5,24.0,35.5,237.6,0.0,2.8,98.7,0.9,0.0,0.0,58.9,21.4,7.0,60.9,19.6,1.0,0.0,0.6062819576333089,0.3918918918918919,0.13184806428049672,0.502191380569759,0.2735573411249087,0.08108108108108107,0.0,0.016070124178232288,0.02885317750182615,0.260409057706355,0.17859751643535426,0.10007304601899196,0.0931336742147553,0.3330898466033601,0.01789627465303141,0.0,0.0,0.0,0.003287070854638422,0.0,0.0,0.07815924032140248,0.016070124178232288,0.5913075237399562,0.11869978086194302,0.27720964207450693,0.9371804236669102,0.6139517896274652,0.08035062089116143,0.4426588750913075,0.03615777940102265,0.5032870708546384,0.1953981008035062,0.27611395178962744,0.3243243243243243,0.0,0.19138056975894813,0.0,0.06902848794740686,0.04821037253469686,0.12965668371073777,0.1669101533966399,0.07742878013148283,0.10116873630387144,0.11614317019722425,0.09130752373995617,0.13696128560993426,0.08765522279035792,0.12965668371073777,0.8677867056245434,0.0,0.01022644265887509,0.36048210372534695,0.003287070854638422,0.0,0.0,0.21512052593133674,0.07815924032140248,0.02556610664718773,0.22242512783053323,0.07158509861212564
67,263.6,1.1,167.0,91.5,28.7,158.2,63.4,13.5,0.0,2.6,0.0,53.5,57.7,47.2,17.9,87.6,0.0,0.0,1.5,0.0,4.9,0.0,1.5,26.6,6.0,167.8,36.4,91.4,255.7,162.7,27.3,106.7,21.0,143.6,54.9,74.5,94.5,0.0,54.0,1.1,257.6,22.2,22.3,35.1,27.2,36.1,32.5,19.8,25.7,15.7,26.7,21.2,235.0,0.0,4.2,98.4,1.6,0.0,0.0,55.3,25.6,4.8,61.7,12.1,1.0232919254658386,0.004270186335403727,0.6482919254658385,0.35520186335403725,0.11141304347826085,0.6141304347826086,0.24611801242236023,0.05240683229813664,0.0,0.010093167701863354,0.0,0.2076863354037267,0.22399068322981366,0.18322981366459626,0.06948757763975154,0.3400621118012422,0.0,0.0,0.005822981366459627,0.0,0.019021739130434784,0.0,0.005822981366459627,0.10326086956521739,0.023291925465838508,0.6513975155279503,0.14130434782608695,0.3548136645962733,0.9926242236024844,0.6315993788819875,0.10597826086956522,0.4142080745341615,0.08152173913043477,0.5574534161490683,0.21312111801242234,0.2892080745341615,0.3668478260869565,0.0,0.20962732919254656,0.004270186335403727,0.08618012422360248,0.08656832298136645,0.13625776397515527,0.10559006211180123,0.140139751552795,0.1261645962732919,0.07686335403726707,0.0997670807453416,0.06094720496894409,0.10364906832298136,0.08229813664596272,0.9122670807453416,0.0,0.016304347826086956,0.38198757763975155,0.006211180124223602,0.0,0.0,0.21467391304347824,0.09937888198757763,0.018633540372670804,0.23951863354037267,0.046972049689440985
