age,nhs_abs_condition__all_conditions,nhs_abs_condition__no_condition,nhs_activity__did_not_meet_2014_physical_activity_guidelines,nhs_activity__met_2014_physical_activity_guidelines,nhs_alcohol__consumed_alcohol_12_or_more_months_ago,nhs_alcohol__did_not_exceed_guideline,nhs_alcohol__exceeded_guideline,nhs_alcohol__never_consumed_alcohol,nhs_alcohol__risk_level_not_known,nhs_alcohol__time_since_last_consumed_alcohol_not_known,nhs_bmi__normal_range,nhs_bmi__normal_range_adult_only,nhs_bmi__obese_class_1,nhs_bmi__obese_class_2_adult_only,nhs_bmi__obese_class_3_adult_only,nhs_bmi__overweight,nhs_bmi__underweight_class_1,nhs_bmi__underweight_class_2,nhs_bmi__underweight_class_3,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases,nhs_comorbidity_all_condition__codes_for_special_purposes,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system,nhs_comorbidity_all_condition__diseases_of_the_digestive_system,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue,nhs_comorbidity_all_condition__diseases_of_the_nervous_system,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes,nhs_comorbidity_all_condition__mental_and_behavioural_disorders,nhs_comorbidity_all_condition__neoplasms,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified,nhs_comorbidity_no_condition__no_condition,nhs_population__total,nhs_seifa__decile_1_lowest,nhs_seifa__decile_10_highest,nhs_seifa__decile_2,nhs_seifa__decile_3,nhs_seifa__decile_4,nhs_seifa__decile_5,nhs_seifa__decile_6,nhs_seifa__decile_7,nhs_seifa__decile_8,nhs_seifa__decile_9,nhs_smoking__current_daily_smoker,nhs_smoking__current_non_smoker,nhs_smoking__current_smoker_other,nhs_states__australian_capital_territory,nhs_states__new_south_wales,nhs_states__northern_territory,nhs_states__other_territories,nhs_states__outside_australia,nhs_states__queensland,nhs_states__south_australia,nhs_states__tasmania,nhs_states__victoria,nhs_states__western_australia,nhs_abs_condition__all_conditions_rate,nhs_abs_condition__no_condition_rate,nhs_activity__did_not_meet_2014_physical_activity_guidelines_rate,nhs_activity__met_2014_physical_activity_guidelines_rate,nhs_alcohol__consumed_alcohol_12_or_more_months_ago_rate,nhs_alcohol__did_not_exceed_guideline_rate,nhs_alcohol__exceeded_guideline_rate,nhs_alcohol__never_consumed_alcohol_rate,nhs_alcohol__risk_level_not_known_rate,nhs_alcohol__time_since_last_consumed_alcohol_not_known_rate,nhs_bmi__normal_range_rate,nhs_bmi__normal_range_adult_only_rate,nhs_bmi__obese_class_1_rate,nhs_bmi__obese_class_2_adult_only_rate,nhs_bmi__obese_class_3_adult_only_rate,nhs_bmi__overweight_rate,nhs_bmi__underweight_class_1_rate,nhs_bmi__underweight_class_2_rate,nhs_bmi__underweight_class_3_rate,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period_rate,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases_rate,nhs_comorbidity_all_condition__codes_for_special_purposes_rate,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities_rate,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system_rate,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs_rate,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_digestive_system_rate,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process_rate,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa_rate,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue_rate,nhs_comorbidity_all_condition__diseases_of_the_nervous_system_rate,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue_rate,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders_rate,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes_rate,nhs_comorbidity_all_condition__mental_and_behavioural_disorders_rate,nhs_comorbidity_all_condition__neoplasms_rate,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium_rate,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified_rate,nhs_comorbidity_no_condition__no_condition_rate,nhs_seifa__decile_1_lowest_rate,nhs_seifa__decile_10_highest_rate,nhs_seifa__decile_2_rate,nhs_seifa__decile_3_rate,nhs_seifa__decile_4_rate,nhs_seifa__decile_5_rate,nhs_seifa__decile_6_rate,nhs_seifa__decile_7_rate,nhs_seifa__decile_8_rate,nhs_seifa__decile_9_rate,nhs_smoking__current_daily_smoker_rate,nhs_smoking__current_non_smoker_rate,nhs_smoking__current_smoker_other_rate,nhs_states__australian_capital_territory_rate,nhs_states__new_south_wales_rate,nhs_states__northern_territory_rate,nhs_states__other_territories_rate,nhs_states__outside_australia_rate,nhs_states__queensland_rate,nhs_states__south_australia_rate,nhs_states__tasmania_rate,nhs_states__victoria_rate,nhs_states__western_australia_rate
26,239.1,39.9,173.8,95.6,27.1,124.8,102.8,25.7,0.0,0.0,20.8,114.0,47.9,32.0,7.9,68.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,18.9,3.2,18.2,15.5,19.9,113.4,41.0,31.9,126.3,6.9,34.8,47.2,110.0,22.1,0.0,18.0,39.9,271.3,31.0,23.7,15.1,42.0,32.3,45.2,25.4,34.2,25.4,17.3,24.0,239.7,3.1,4.7,96.8,1.5,0.0,0.0,55.6,29.9,10.2,61.0,21.8,0.8813122005160339,0.14706966457795798,0.6406192406929598,0.352377441946185,0.0998894213048286,0.4600073719130114,0.3789163287873203,0.09472908219683007,0.0,0.0,0.07666789531883524,0.4201990416513085,0.17655731662366383,0.11795060818282344,0.029119056395134537,0.25064504238849983,0.01363803907113896,0.0,0.0,0.0,0.0,0.0,0.0,0.06966457795798009,0.011795060818282344,0.06708440840398083,0.057132325838555105,0.07335053446369331,0.4179874677478806,0.15112421673424253,0.1175820125322521,0.46553630667158125,0.025433099889421305,0.1282712863988205,0.17397714706966458,0.40545521562845555,0.08145963877626244,0.0,0.06634721710283818,0.14706966457795798,0.11426465167711021,0.08735716918540361,0.05565794323626981,0.15481017323995577,0.11905639513453739,0.16660523405823813,0.0936232952451161,0.12605971249539255,0.0936232952451161,0.06376704754883893,0.08846295613711758,0.8835237744194617,0.01142646516771102,0.017323995576852193,0.3568005897530409,0.0055289347585698485,0.0,0.0,0.20493918171765574,0.11021009952082564,0.03759675635827497,0.22484334684850718,0.08035385182454848
27,276.6,58.3,252.1,82.0,31.7,181.2,84.4,21.4,0.0,0.0,20.2,116.8,57.6,19.3,20.2,93.3,0.0,0.0,4.2,0.0,0.0,0.0,0.0,9.4,4.7,31.5,16.8,38.6,151.3,79.9,28.9,153.7,14.9,26.3,53.1,144.3,5.0,0.0,27.3,58.3,335.3,37.4,27.8,36.2,30.1,36.1,28.4,49.4,39.8,26.8,20.8,40.7,288.8,2.2,9.5,99.3,3.7,0.0,0.0,65.7,19.2,5.4,97.4,36.1,0.8249328959141068,0.17387414255890246,0.751864002385923,0.24455711303310468,0.0945422010140173,0.5404115717268118,0.2517148821950492,0.06382344169400536,0.0,0.0,0.0602445571130331,0.3483447658813003,0.17178645988666866,0.05756039367730391,0.0602445571130331,0.27825827617059345,0.0,0.0,0.012526096033402923,0.0,0.0,0.0,0.0,0.028034595884282733,0.014017297942141366,0.09394572025052192,0.05010438413361169,0.11512078735460782,0.4512376975842529,0.23829406501640324,0.08619147032508201,0.4583954667461974,0.04443781688040561,0.07843722039964211,0.15836564270802267,0.4303608708619147,0.014912019087384432,0.0,0.081419624217119,0.17387414255890246,0.11154190277363554,0.08291082612585744,0.1079630181926633,0.08977035490605428,0.1076647778109156,0.08470026841634357,0.14733074858335818,0.11869967193558006,0.07992842230838056,0.06203399940351924,0.12138383537130928,0.8613182224873248,0.006561288398449151,0.02833283626603042,0.2961526990754548,0.01103489412466448,0.0,0.0,0.19594393080823144,0.057262153295556215,0.016104980614375188,0.29048613182224875,0.1076647778109156
28,283.9,62.7,211.9,139.0,31.7,182.7,103.7,34.8,0.0,10.5,8.7,138.0,55.2,14.2,9.1,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,33.5,21.8,32.1,148.1,91.4,47.7,136.4,11.7,56.2,55.7,134.3,0.0,0.0,26.3,62.7,352.1,28.6,45.8,35.5,51.1,20.3,20.8,24.6,42.8,32.0,39.8,31.4,320.1,8.0,9.9,114.8,2.7,0.0,0.0,75.3,16.1,6.1,100.0,29.9,0.8063050269809712,0.17807441067878443,0.6018176654359557,0.39477421187162737,0.09003124112468049,0.5188866799204771,0.2945186026696961,0.09883555808009087,0.0,0.02982107355864811,0.024708889520022717,0.39193410962794656,0.15677364385117865,0.040329451860266964,0.025844930417495027,0.21073558648111332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036069298494745806,0.0,0.09514342516330587,0.06191422891224084,0.0911672820221528,0.42061914228912234,0.2595853450724226,0.13547287702357286,0.3873899460380574,0.03322919625106503,0.1596137460948594,0.15819369497301902,0.38142573132632773,0.0,0.0,0.07469468900880431,0.17807441067878443,0.08122692416927009,0.13007668276057938,0.10082362965066742,0.14512922465208747,0.05765407554671968,0.059074126668560066,0.06986651519454701,0.12155637602953705,0.09088327179778471,0.11303606929849473,0.08917921045157624,0.9091167282022153,0.02272081794944618,0.028117012212439646,0.32604373757455263,0.007668276057938086,0.0,0.0,0.21385969894916215,0.04572564612326044,0.01732462368645271,0.2840102243680772,0.08491905708605509
29,313.7,45.6,275.8,92.0,56.6,202.5,79.3,43.8,0.0,0.0,8.2,126.6,71.8,24.9,21.6,107.4,3.6,0.0,0.0,0.0,0.0,0.0,2.9,18.9,3.5,60.9,9.0,31.9,160.1,80.7,27.9,160.0,20.7,53.2,97.4,143.1,4.3,0.0,15.8,45.6,373.5,36.4,37.5,39.6,45.4,34.7,46.6,32.6,29.0,20.8,30.8,43.1,311.8,3.3,5.4,116.6,2.6,0.0,0.0,66.2,30.1,4.5,96.8,47.3,0.8398929049531458,0.12208835341365462,0.7384203480589023,0.2463186077643909,0.15153949129852745,0.5421686746987951,0.21231593038821953,0.11726907630522088,0.0,0.0,0.02195448460508701,0.3389558232931727,0.19223560910307896,0.06666666666666667,0.05783132530120482,0.28755020080321286,0.00963855421686747,0.0,0.0,0.0,0.0,0.0,0.007764390896921017,0.05060240963855421,0.009370816599732263,0.16305220883534136,0.024096385542168676,0.08540829986613119,0.4286479250334672,0.21606425702811247,0.0746987951807229,0.428380187416332,0.05542168674698795,0.1424364123159304,0.2607764390896921,0.38313253012048193,0.011512717536813922,0.0,0.04230254350736279,0.12208835341365462,0.09745649263721552,0.10040160642570281,0.10602409638554217,0.1215528781793842,0.09290495314591701,0.1247657295850067,0.08728246318607764,0.07764390896921017,0.05568942436412316,0.08246318607764391,0.11539491298527443,0.834805890227577,0.008835341365461847,0.014457831325301205,0.31218206157965195,0.006961178045515395,0.0,0.0,0.17724230254350737,0.08058902275769746,0.012048192771084338,0.25917001338688084,0.12663989290495314
30,306.6,77.5,294.3,92.7,31.8,211.2,87.3,64.0,0.0,0.0,13.2,91.8,81.4,38.0,16.3,125.4,14.0,0.0,0.0,0.0,7.5,0.0,0.0,12.8,10.5,48.8,17.9,29.3,121.9,67.0,40.4,111.7,13.7,72.5,40.1,123.2,5.2,0.0,21.4,77.5,387.5,73.8,16.7,49.0,28.3,41.3,45.8,53.3,26.0,22.4,45.6,53.1,326.1,11.3,9.6,126.0,2.9,0.0,0.0,87.9,27.0,6.9,83.8,51.3,0.791225806451613,0.2,0.759483870967742,0.2392258064516129,0.08206451612903226,0.545032258064516,0.22529032258064516,0.16516129032258065,0.0,0.0,0.03406451612903225,0.2369032258064516,0.21006451612903226,0.09806451612903226,0.04206451612903226,0.3236129032258065,0.03612903225806452,0.0,0.0,0.0,0.01935483870967742,0.0,0.0,0.03303225806451613,0.027096774193548386,0.12593548387096773,0.04619354838709677,0.07561290322580645,0.31458064516129036,0.17290322580645162,0.10425806451612903,0.28825806451612906,0.03535483870967742,0.1870967741935484,0.10348387096774193,0.31793548387096776,0.013419354838709678,0.0,0.0552258064516129,0.2,0.1904516129032258,0.04309677419354838,0.12645161290322582,0.07303225806451613,0.10658064516129032,0.11819354838709677,0.1375483870967742,0.06709677419354838,0.05780645161290322,0.11767741935483872,0.13703225806451613,0.8415483870967743,0.029161290322580646,0.024774193548387096,0.3251612903225806,0.007483870967741935,0.0,0.0,0.22683870967741937,0.0696774193548387,0.017806451612903226,0.21625806451612903,0.13238709677419355
31,346.1,43.7,293.2,109.4,22.9,225.6,116.2,21.9,0.0,11.3,22.3,121.7,50.4,27.5,6.8,140.7,0.0,0.0,2.3,0.0,0.0,0.0,0.0,7.2,7.1,60.0,9.0,19.0,206.2,63.8,57.9,174.9,22.5,78.0,51.0,123.3,16.0,0.0,19.2,43.7,399.2,35.6,53.5,15.1,42.3,51.0,40.5,59.3,31.0,25.0,39.1,44.1,356.5,6.9,5.7,125.4,2.5,0.0,0.0,45.4,30.1,6.0,157.4,34.8,0.8669839679358718,0.10946893787575152,0.7344689378757515,0.2740480961923848,0.05736472945891783,0.5651302605210421,0.29108216432865736,0.054859719438877755,0.0,0.02830661322645291,0.05586172344689379,0.3048597194388778,0.12625250501002003,0.0688877755511022,0.017034068136272545,0.3524549098196393,0.0,0.0,0.005761523046092184,0.0,0.0,0.0,0.0,0.018036072144288578,0.01778557114228457,0.15030060120240482,0.022545090180360723,0.04759519038076152,0.5165330661322645,0.1598196392785571,0.14504008016032063,0.43812625250501,0.056362725450901804,0.19539078156312625,0.1277555110220441,0.3088677354709419,0.04008016032064128,0.0,0.04809619238476954,0.10946893787575152,0.08917835671342686,0.1340180360721443,0.037825651302605214,0.10596192384769539,0.1277555110220441,0.10145290581162325,0.14854709418837675,0.0776553106212425,0.06262525050100201,0.09794589178356713,0.11047094188376755,0.8930360721442886,0.017284569138276553,0.014278557114228457,0.31412825651302606,0.006262525050100201,0.0,0.0,0.11372745490981964,0.07540080160320642,0.015030060120240482,0.39428857715430865,0.08717434869739478
32,330.0,67.0,286.8,99.8,33.7,225.1,89.8,40.4,0.0,0.0,7.2,154.5,81.0,38.8,11.2,96.3,6.7,0.0,0.0,0.0,0.0,0.0,2.4,23.9,16.0,71.8,32.5,24.9,152.8,93.9,42.6,162.7,16.5,50.7,51.1,139.8,8.8,0.0,21.5,67.0,386.6,36.3,25.6,28.1,36.4,41.7,35.5,54.5,40.8,45.0,37.2,37.7,344.1,14.0,8.6,105.2,2.5,0.0,0.0,83.5,31.3,9.1,121.6,44.6,0.8535954474909466,0.17330574236937402,0.7418520434557683,0.2581479565442317,0.08717020175892395,0.582255561303673,0.23228142783238487,0.10450077599586134,0.0,0.0,0.018623900672529746,0.39963786859803413,0.20951888256595963,0.10036213140196584,0.02897051215726849,0.24909467149508535,0.0173305742369374,0.0,0.0,0.0,0.0,0.0,0.006207966890843249,0.061821003621314013,0.04138644593895499,0.1857216761510605,0.08406621831350232,0.0644076564924987,0.3952405587170202,0.2428867046042421,0.11019141231246767,0.4208484221417485,0.042679772374547335,0.13114330056906362,0.1321779617175375,0.3616140713916193,0.022762545266425245,0.0,0.055613036730470765,0.17330574236937402,0.09389549922400413,0.06621831350232799,0.0726849456802897,0.0941541645111226,0.10786342472840145,0.09182617692705639,0.14097258147956543,0.10553543714433522,0.11639937920331091,0.09622348680807036,0.09751681324366271,0.8900672529746508,0.036213140196585614,0.022245214692188306,0.2721158820486291,0.006466632177961717,0.0,0.0,0.21598551474392136,0.0809622348680807,0.02353854112778065,0.31453698913605793,0.11536471805483704
33,350.4,36.2,298.3,84.7,31.7,200.3,93.2,38.6,0.0,2.6,20.6,103.3,68.0,28.5,15.7,128.7,0.0,0.0,0.0,0.0,0.0,0.0,6.4,24.3,8.8,57.5,11.0,20.5,173.7,74.8,55.6,168.2,7.0,68.3,67.2,121.0,7.9,0.0,31.4,36.2,381.4,39.1,23.9,28.9,31.6,40.4,55.9,41.6,52.3,32.8,30.1,38.7,329.0,8.6,9.6,110.1,3.4,0.0,0.0,85.0,15.7,6.9,104.1,46.6,0.918720503408495,0.09491347666491873,0.7821185107498689,0.22207656004195073,0.08311484006292606,0.5251704247509177,0.2443628736234924,0.10120608285264815,0.0,0.00681699003670687,0.05401153644467751,0.2708442579968537,0.1782905086523335,0.07472469847928684,0.04116413214472994,0.33744100681699,0.0,0.0,0.0,0.0,0.0,0.0,0.016780283167278448,0.06371263765076036,0.02307288935500787,0.1507603565810173,0.028841111693759833,0.05374934452018878,0.45542737283691664,0.19611955951756685,0.14577871001573153,0.4410068169900367,0.018353434714210803,0.1790770844257997,0.17619297325642372,0.31725222863135816,0.020713162034609336,0.0,0.08232826428945988,0.09491347666491873,0.10251704247509177,0.06266386995280546,0.07577346617724175,0.08285264813843735,0.1059255374934452,0.1465652857891977,0.10907184058730993,0.13712637650760356,0.08599895123230204,0.07891976927110646,0.10146827477713688,0.8626114315679078,0.022548505506030415,0.025170424750917672,0.28867330886208703,0.008914525432616676,0.0,0.0,0.2228631358154169,0.04116413214472994,0.01809124278972208,0.2729417933927635,0.1221814368117462
34,315.9,55.1,253.5,112.8,46.9,198.9,73.3,36.6,0.0,9.7,8.5,118.0,50.1,35.6,3.7,125.1,13.3,0.0,0.0,0.0,0.0,0.0,3.6,15.5,11.1,77.6,14.8,35.8,141.9,65.1,50.6,152.7,35.0,81.1,61.9,113.3,25.0,0.0,18.4,55.1,367.5,25.6,42.2,23.1,31.1,38.1,28.6,33.7,51.1,36.2,51.5,30.8,323.7,13.1,8.9,100.2,3.7,0.0,0.0,55.7,27.6,7.1,108.8,41.1,0.8595918367346939,0.14993197278911566,0.689795918367347,0.3069387755102041,0.1276190476190476,0.5412244897959184,0.19945578231292516,0.09959183673469388,0.0,0.02639455782312925,0.02312925170068027,0.32108843537414966,0.1363265306122449,0.09687074829931973,0.010068027210884354,0.3404081632653061,0.03619047619047619,0.0,0.0,0.0,0.0,0.0,0.009795918367346938,0.04217687074829932,0.03020408163265306,0.211156462585034,0.040272108843537414,0.09741496598639456,0.38612244897959186,0.17714285714285713,0.13768707482993198,0.41551020408163264,0.09523809523809523,0.22068027210884353,0.16843537414965987,0.30829931972789115,0.06802721088435375,0.0,0.05006802721088435,0.14993197278911566,0.06965986394557823,0.11482993197278912,0.06285714285714286,0.08462585034013606,0.10367346938775511,0.07782312925170068,0.09170068027210886,0.13904761904761906,0.09850340136054422,0.1401360544217687,0.0838095238095238,0.8808163265306123,0.03564625850340136,0.024217687074829932,0.2726530612244898,0.010068027210884354,0.0,0.0,0.15156462585034014,0.07510204081632653,0.019319727891156463,0.2960544217687075,0.11183673469387756
35,321.2,40.0,266.6,91.9,40.6,189.8,82.5,41.2,0.0,0.0,6.8,116.2,40.9,48.4,17.9,111.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,25.6,71.9,24.7,15.3,133.3,88.3,31.5,153.8,9.9,93.4,61.6,124.8,19.1,0.0,17.0,40.0,355.5,32.1,43.0,47.2,20.4,31.3,44.2,30.7,36.8,53.0,33.2,20.2,324.4,4.5,8.1,93.0,3.2,0.0,0.0,87.3,19.8,9.2,98.2,26.9,0.9035161744022503,0.11251758087201125,0.7499296765119551,0.2585091420534459,0.11420534458509142,0.5338959212376935,0.2320675105485232,0.1158931082981716,0.0,0.0,0.01912798874824191,0.3268635724331927,0.1150492264416315,0.13614627285513362,0.05035161744022503,0.3147679324894515,0.01350210970464135,0.0,0.0,0.0,0.0,0.0,0.0,0.05007032348804501,0.0720112517580872,0.20225035161744023,0.06947960618846695,0.043037974683544304,0.37496483825597754,0.24838255977496482,0.08860759493670886,0.4326300984528833,0.027848101265822787,0.2627285513361463,0.17327707454289734,0.35105485232067507,0.05372714486638538,0.0,0.04781997187060478,0.11251758087201125,0.09029535864978903,0.1209563994374121,0.1327707454289733,0.057383966244725734,0.08804500703234881,0.12433192686357245,0.08635724331926864,0.10351617440225035,0.1490857946554149,0.09338959212376935,0.05682137834036568,0.9125175808720112,0.012658227848101266,0.02278481012658228,0.2616033755274262,0.0090014064697609,0.0,0.0,0.24556962025316456,0.055696202531645575,0.025879043600562587,0.27623066104078764,0.07566807313642757
36,256.5,22.0,223.8,54.7,51.6,154.9,56.2,19.5,0.0,0.0,6.1,76.7,49.5,22.8,19.0,102.5,9.9,0.0,0.0,0.0,0.0,0.0,1.0,19.6,18.6,77.8,7.8,25.8,143.1,83.5,26.9,143.1,16.8,69.1,43.4,122.2,14.9,0.0,30.5,22.0,275.9,32.8,20.9,16.1,26.7,27.1,32.5,37.4,28.5,22.9,33.1,39.9,239.9,0.0,5.8,91.2,2.9,0.0,0.0,31.3,25.3,10.5,80.2,21.8,0.9296846683581008,0.07973903588256616,0.8111634650235594,0.19826023921710767,0.1870242841609279,0.5614353026458863,0.20369699166364627,0.07067778180500182,0.0,0.0,0.022109459949256977,0.2779992750996738,0.17941283073577385,0.08263863718738675,0.06886553098948896,0.37151141718013775,0.03588256614715477,0.0,0.0,0.0,0.0,0.0,0.0036245016310257343,0.0710402319681044,0.06741573033707866,0.2819862268938021,0.028271112722000728,0.09351214208046395,0.5186661833997825,0.3026458861906488,0.09749909387459224,0.5186661833997825,0.060891627401232336,0.25045306270387824,0.15730337078651685,0.44291409931134473,0.05400507430228344,0.0,0.1105472997462849,0.07973903588256616,0.11888365349764407,0.07575208408843784,0.05835447625951433,0.09677419354838711,0.0982239942007974,0.11779630300833636,0.13555636100036245,0.10329829648423343,0.0830010873504893,0.1199710039869518,0.14461761507792678,0.8695179412830737,0.0,0.021022109459949256,0.330554548749547,0.010511054729974628,0.0,0.0,0.11344690105110548,0.09169989126495108,0.03805726712577021,0.2906850308082639,0.07901413555636101
37,299.6,28.7,241.3,90.6,24.9,163.2,111.6,31.1,0.0,2.9,9.9,124.9,63.5,26.6,9.2,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,4.5,65.4,24.0,54.6,167.9,104.3,34.4,113.4,21.8,64.3,47.4,132.0,17.1,0.0,27.0,28.7,334.1,26.4,38.4,26.6,29.1,49.1,45.4,33.5,39.0,22.0,16.5,36.4,286.2,5.3,7.5,125.9,3.3,0.0,0.0,76.4,19.5,7.1,77.0,23.6,0.8967375037413948,0.08590242442382519,0.7222388506435199,0.271176294522598,0.0745285842562107,0.4884765040407063,0.33403172702783596,0.09308590242442383,0.0,0.008680035917390002,0.02963184675246932,0.3738401676144867,0.19006285543250523,0.0796168811733014,0.027536665668961385,0.2529182879377432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07123615683926968,0.013469021251122417,0.19574977551631248,0.07183478000598623,0.16342412451361868,0.5025441484585453,0.3121819814426818,0.10296318467524693,0.33941933552828496,0.06524992517210416,0.19245734809937143,0.1418736905118228,0.39509129003292426,0.05118228075426519,0.0,0.0808141275067345,0.08590242442382519,0.07901825800658485,0.11493564800957796,0.0796168811733014,0.0870996707572583,0.1469619874289135,0.13588745884465728,0.10026938042502244,0.11673151750972761,0.06584854833882071,0.04938641125411553,0.10894941634241244,0.8566297515713858,0.015863513917988625,0.022448368751870697,0.37683328344806943,0.009877282250823106,0.0,0.0,0.22867404968572283,0.05836575875486381,0.02125112241843759,0.23046991918587248,0.07063753367255313
38,340.5,32.7,300.9,70.2,31.8,184.6,102.5,43.2,0.0,0.0,27.5,104.7,74.9,23.4,13.0,122.2,0.0,0.0,0.0,0.0,2.0,0.0,6.2,20.3,18.1,85.4,25.8,44.3,206.8,105.9,38.6,172.3,16.3,97.6,39.2,94.5,14.0,0.0,25.3,32.7,368.3,35.2,43.8,33.3,18.7,40.1,39.7,48.9,29.4,41.2,27.7,32.8,340.7,0.0,6.0,106.6,2.4,0.0,0.0,68.4,21.4,6.7,119.4,42.5,0.9245180559326636,0.08878631550366549,0.8169970133043714,0.19060548465924518,0.08634265544393158,0.501221830029867,0.27830572902525114,0.1172956828672278,0.0,0.0,0.07466739071409177,0.2842791202823785,0.2033668205267445,0.06353516155308173,0.03529731197393429,0.3317947325549824,0.0,0.0,0.0,0.0,0.005430355688297583,0.0,0.01683410263372251,0.05511811023622047,0.04914471897909313,0.2318761878903068,0.07005158837903883,0.12028237849579146,0.5614987781699702,0.28753733369535706,0.10480586478414336,0.4678251425468368,0.044257398859625305,0.26500135758892207,0.10643497149063263,0.2565843062720608,0.038012489818083084,0.0,0.06869399945696443,0.08878631550366549,0.09557426011403747,0.11892478957371706,0.09041542221015475,0.050773825685582405,0.10887863155036655,0.10779256041270703,0.1327721965788759,0.07982622861797448,0.11186532717893022,0.07521042628292153,0.08905783328808035,0.9250610915014933,0.0,0.01629106706489275,0.28943795818626117,0.0065164268259571,0.0,0.0,0.18571816453977735,0.058104805864784136,0.018191691555796904,0.32419223459136576,0.11539505837632365
39,290.4,36.3,270.6,67.7,32.1,182.1,64.1,46.0,0.0,0.0,1.7,97.2,64.7,34.7,6.9,100.3,7.6,4.3,0.0,0.0,0.0,0.0,6.5,18.8,13.6,73.9,21.1,31.4,147.4,95.1,26.6,161.6,20.6,76.5,55.3,111.5,6.9,0.0,22.0,36.3,331.0,25.6,35.4,14.8,27.1,32.8,49.0,24.6,38.3,44.8,38.1,29.3,294.6,4.2,5.9,106.6,3.2,0.0,0.0,77.2,11.4,4.5,88.1,43.3,0.8773413897280966,0.10966767371601208,0.817522658610272,0.20453172205438067,0.09697885196374623,0.5501510574018127,0.19365558912386704,0.13897280966767372,0.0,0.0,0.0051359516616314195,0.2936555891238671,0.19546827794561936,0.10483383685800605,0.02084592145015106,0.30302114803625374,0.0229607250755287,0.012990936555891237,0.0,0.0,0.0,0.0,0.019637462235649546,0.056797583081571,0.041087613293051356,0.2232628398791541,0.06374622356495468,0.09486404833836858,0.4453172205438067,0.2873111782477341,0.08036253776435046,0.48821752265861024,0.0622356495468278,0.2311178247734139,0.16706948640483382,0.3368580060422961,0.02084592145015106,0.0,0.06646525679758308,0.10966767371601208,0.07734138972809668,0.10694864048338368,0.044712990936555896,0.08187311178247735,0.09909365558912386,0.14803625377643503,0.07432024169184291,0.11570996978851963,0.13534743202416918,0.11510574018126889,0.08851963746223565,0.8900302114803627,0.012688821752265862,0.017824773413897283,0.32205438066465253,0.009667673716012085,0.0,0.0,0.23323262839879155,0.03444108761329305,0.013595166163141994,0.2661631419939577,0.1308157099697885
